has,prefers,count
Trump,Trump,36089.0
Trump,Clinton,420.0
Trump,Sanders,250.0
Trump,Cruz,1277.0
Trump,Rubio,305.0
Clinton,Trump,190.0
Clinton,Clinton,7429.0
Clinton,Sanders,619.0
Clinton,Cruz,19.0
Clinton,Rubio,10.0
Sanders,Trump,205.0
Sanders,Clinton,1761.0
Sanders,Sanders,19666.0
Sanders,Cruz,26.0
Sanders,Rubio,3.0
Cruz,Trump,977.0
Cruz,Clinton,38.0
Cruz,Sanders,15.0
Cruz,Cruz,5896.0
Cruz,Rubio,164.0
Rubio,Trump,116.0
Rubio,Clinton,5.0
Rubio,Sanders,1.0
Rubio,Cruz,62.0
Rubio,Rubio,1171.0
