has,prefers,count
Trump,Trump,6415.0
Trump,Clinton,78.0
Trump,Sanders,30.0
Trump,Cruz,330.0
Trump,Rubio,72.0
Clinton,Trump,13.0
Clinton,Clinton,1895.0
Clinton,Sanders,164.0
Clinton,Cruz,2.0
Clinton,Rubio,0.0
Sanders,Trump,38.0
Sanders,Clinton,266.0
Sanders,Sanders,2842.0
Sanders,Cruz,9.0
Sanders,Rubio,0.0
Cruz,Trump,189.0
Cruz,Clinton,20.0
Cruz,Sanders,0.0
Cruz,Cruz,1382.0
Cruz,Rubio,35.0
Rubio,Trump,11.0
Rubio,Clinton,3.0
Rubio,Sanders,0.0
Rubio,Cruz,7.0
Rubio,Rubio,335.0
