has,prefers,count
Trump,Trump,49322.0
Trump,Clinton,429.0
Trump,Sanders,166.0
Trump,Cruz,849.0
Trump,Rubio,564.0
Clinton,Trump,369.0
Clinton,Clinton,8656.0
Clinton,Sanders,317.0
Clinton,Cruz,12.0
Clinton,Rubio,23.0
Sanders,Trump,335.0
Sanders,Clinton,1310.0
Sanders,Sanders,17067.0
Sanders,Cruz,30.0
Sanders,Rubio,21.0
Cruz,Trump,1137.0
Cruz,Clinton,82.0
Cruz,Sanders,15.0
Cruz,Cruz,9365.0
Cruz,Rubio,116.0
Rubio,Trump,291.0
Rubio,Clinton,10.0
Rubio,Sanders,1.0
Rubio,Cruz,47.0
Rubio,Rubio,1403.0
