has,prefers,count
Trump,Trump,49109.0
Trump,Clinton,384.0
Trump,Sanders,85.0
Trump,Cruz,707.0
Trump,Rubio,510.0
Clinton,Trump,417.0
Clinton,Clinton,4072.0
Clinton,Sanders,286.0
Clinton,Cruz,17.0
Clinton,Rubio,14.0
Sanders,Trump,382.0
Sanders,Clinton,1053.0
Sanders,Sanders,9837.0
Sanders,Cruz,22.0
Sanders,Rubio,10.0
Cruz,Trump,1252.0
Cruz,Clinton,46.0
Cruz,Sanders,2.0
Cruz,Cruz,6537.0
Cruz,Rubio,159.0
Rubio,Trump,308.0
Rubio,Clinton,7.0
Rubio,Sanders,0.0
Rubio,Cruz,37.0
Rubio,Rubio,1113.0
