has,prefers,count
Trump,Trump,23585.0
Trump,Clinton,188.0
Trump,Sanders,81.0
Trump,Cruz,480.0
Trump,Rubio,325.0
Clinton,Trump,104.0
Clinton,Clinton,4394.0
Clinton,Sanders,312.0
Clinton,Cruz,12.0
Clinton,Rubio,26.0
Sanders,Trump,62.0
Sanders,Clinton,717.0
Sanders,Sanders,10873.0
Sanders,Cruz,11.0
Sanders,Rubio,15.0
Cruz,Trump,464.0
Cruz,Clinton,34.0
Cruz,Sanders,3.0
Cruz,Cruz,6320.0
Cruz,Rubio,111.0
Rubio,Trump,44.0
Rubio,Clinton,2.0
Rubio,Sanders,0.0
Rubio,Cruz,15.0
Rubio,Rubio,1595.0
