has,prefers,count
Trump,Trump,47114.0
Trump,Clinton,357.0
Trump,Sanders,91.0
Trump,Cruz,1147.0
Trump,Rubio,493.0
Clinton,Trump,268.0
Clinton,Clinton,4732.0
Clinton,Sanders,206.0
Clinton,Cruz,21.0
Clinton,Rubio,23.0
Sanders,Trump,283.0
Sanders,Clinton,947.0
Sanders,Sanders,11208.0
Sanders,Cruz,38.0
Sanders,Rubio,6.0
Cruz,Trump,1268.0
Cruz,Clinton,45.0
Cruz,Sanders,3.0
Cruz,Cruz,7352.0
Cruz,Rubio,154.0
Rubio,Trump,272.0
Rubio,Clinton,8.0
Rubio,Sanders,0.0
Rubio,Cruz,67.0
Rubio,Rubio,1116.0
