has,prefers,count
Trump,Trump,4654.0
Trump,Clinton,173.0
Trump,Sanders,63.0
Trump,Cruz,8.0
Trump,Rubio,1.0
Clinton,Trump,34.0
Clinton,Clinton,2936.0
Clinton,Sanders,56.0
Clinton,Cruz,0.0
Clinton,Rubio,2.0
Sanders,Trump,17.0
Sanders,Clinton,405.0
Sanders,Sanders,5735.0
Sanders,Cruz,1.0
Sanders,Rubio,0.0
Cruz,Trump,486.0
Cruz,Clinton,48.0
Cruz,Sanders,9.0
Cruz,Cruz,1871.0
Cruz,Rubio,0.0
Rubio,Trump,3.0
Rubio,Clinton,1.0
Rubio,Sanders,0.0
Rubio,Cruz,0.0
Rubio,Rubio,134.0
