has,prefers,count
Trump,Trump,24821.0
Trump,Clinton,214.0
Trump,Sanders,79.0
Trump,Cruz,645.0
Trump,Rubio,44.0
Clinton,Trump,99.0
Clinton,Clinton,4095.0
Clinton,Sanders,206.0
Clinton,Cruz,13.0
Clinton,Rubio,3.0
Sanders,Trump,115.0
Sanders,Clinton,732.0
Sanders,Sanders,11734.0
Sanders,Cruz,13.0
Sanders,Rubio,0.0
Cruz,Trump,1089.0
Cruz,Clinton,65.0
Cruz,Sanders,14.0
Cruz,Cruz,5505.0
Cruz,Rubio,16.0
Rubio,Trump,75.0
Rubio,Clinton,5.0
Rubio,Sanders,0.0
Rubio,Cruz,14.0
Rubio,Rubio,758.0
