has,prefers,count
Trump,Trump,17364.0
Trump,Clinton,239.0
Trump,Sanders,131.0
Trump,Cruz,548.0
Trump,Rubio,261.0
Clinton,Trump,55.0
Clinton,Clinton,5412.0
Clinton,Sanders,383.0
Clinton,Cruz,5.0
Clinton,Rubio,9.0
Sanders,Trump,39.0
Sanders,Clinton,1196.0
Sanders,Sanders,10625.0
Sanders,Cruz,21.0
Sanders,Rubio,7.0
Cruz,Trump,422.0
Cruz,Clinton,53.0
Cruz,Sanders,16.0
Cruz,Cruz,4792.0
Cruz,Rubio,66.0
Rubio,Trump,29.0
Rubio,Clinton,19.0
Rubio,Sanders,4.0
Rubio,Cruz,16.0
Rubio,Rubio,1352.0
