has,prefers,count
Trump,Trump,36536.0
Trump,Clinton,386.0
Trump,Sanders,201.0
Trump,Cruz,1071.0
Trump,Rubio,342.0
Clinton,Trump,223.0
Clinton,Clinton,5268.0
Clinton,Sanders,386.0
Clinton,Cruz,21.0
Clinton,Rubio,17.0
Sanders,Trump,181.0
Sanders,Clinton,1355.0
Sanders,Sanders,15481.0
Sanders,Cruz,20.0
Sanders,Rubio,4.0
Cruz,Trump,928.0
Cruz,Clinton,72.0
Cruz,Sanders,31.0
Cruz,Cruz,6505.0
Cruz,Rubio,251.0
Rubio,Trump,135.0
Rubio,Clinton,10.0
Rubio,Sanders,1.0
Rubio,Cruz,37.0
Rubio,Rubio,987.0
