has,prefers,count
Trump,Trump,22454.0
Trump,Clinton,380.0
Trump,Sanders,220.0
Trump,Cruz,871.0
Trump,Rubio,118.0
Clinton,Trump,55.0
Clinton,Clinton,7808.0
Clinton,Sanders,616.0
Clinton,Cruz,2.0
Clinton,Rubio,1.0
Sanders,Trump,47.0
Sanders,Clinton,1582.0
Sanders,Sanders,14116.0
Sanders,Cruz,15.0
Sanders,Rubio,1.0
Cruz,Trump,638.0
Cruz,Clinton,86.0
Cruz,Sanders,35.0
Cruz,Cruz,5688.0
Cruz,Rubio,39.0
Rubio,Trump,45.0
Rubio,Clinton,23.0
Rubio,Sanders,7.0
Rubio,Cruz,30.0
Rubio,Rubio,1082.0
