topic,tweetid,text
college,7.04E+17,"""@BernieSanders may be the worst candidate of my lifetime... #college yay """
college,6.42E+17,"""""More than 9 million students could benefit each year"" _ÑÓ@POTUS on his #FreeCommunityCollege plan #HeadsUpAmerica https://t.co/IkRKvoU7K7 """
college,7.04E+17,"""@HillaryClinton @LinkedIn Well #FreeCommunityCollege is NOT the answer. Maybe if they worked saved their money &amp; not pissed it away.... """
college,7.04E+17,"""#WhichHillary Lobbied $2 TRILLIONS WAR But Says BERNIE's #CollegeForAll A PIPE DREAM? _éç #SuperTuesday #IAmWithHer?! https://t.co/666rs4bDXa """
college,7.05E+17,"""Let's get this political revolution started #BernieSanders  #Tuitioncollege https://t.co/kWzQZGUbAJ """
environment,7.05E+17,"""Clinton voted 4 offshore oil drilling expansion in Senate 2006 https://t.co/9vkAFZka2d #eco #FeelTheBern #SuperTuesday #Environment #BigOil """
environment,7.05E+17,"""@EI_EcoNewsfeed @AstroguyHawaii @guardian VOTE FOR #BERNIESANDERS he's a champion for the #environment @guardianeco @Greenpeace @EnvAm @env """
environment,7.05E+17,"""How Hillary Clinton's State Department Sold Fracking to the World https://t.co/Z5XWc1V93X #Green #eco #environment #fracking """
environment,7.05E+17,"""Clinton's Biggest Campaign Bundlers Are #FossilFuel Lobbyists https://t.co/SfIFRQofxY #eco #enviro #environment #p2 #Hillno """
environment,7.05E+17,"""#SuperTuesday -- A vote for #BernieSanders is a vote for better #environment and world! #StopTPP!   #WeAreBernie!‰ÏÎ_Ùè_ https://t.co/a4VEZ6Ss4y """
environment,7.05E+17,"""""In President‰Ûªs Lecture, author Naomi Klein urges boldness on climate change."" https://t.co/bggTYivJpX #climatechange #environment #policy """
environment,7.05E+17,""".@LCVoters: You care about this? I know, it's the #environment. Will you issue a statement? #FeelTheBern #ImWithHer https://t.co/0ApP3pZ205 """
environment,7.02E+17,"""Bernie Draws Line In Nevada Desert: Vows To ""Ban All Fossil Fuel Extraction From Public Land"" https://t.co/0oOeEOr0mp #Environment """
environment,7.05E+17,"""Democrats Slam GOP Candidates on Climate Change: ‰Û÷Do Your Job‰Ûª https://t.co/7LWH7it4Dj #ecofriendly #environment https://t.co/eb6vTN0n7m """
environment,7.05E+17,"""#environment https://t.co/UTpaJzunYJ Bernie Sanders highlights climate change during Minnesota stop | ‰ÛÏFossil fuel companies cannot wreck ‰Û_ """
environment,7.05E+17,""".@BarackObama @BernieSanders: Quebec 2 seek injunction against #EnergyEast #cdnpoli https://t.co/eC4t6MbK9A via @HuffPostCanada #environment """
environment,7.01E+17,"""Review of parties positions on #environment and #climate - the defining issues of our time. #ge16 https://t.co/6vicrKlqz2 """
environment,7.05E+17,"""#Environment The 2016 Presidential Candidates' Views on Environmental Issues: When President Obama signed a cl... https://t.co/NVM8n4kEi1 """
environment,7.05E+17,"""I would ban plastic @BarackObama @HillaryClinton @SenSanders #politics @nytimes @LeoDiCaprio #SaveThePlanet protect #nature #environment """
environment,7.05E+17,"""@HillaryClinton would u please consider encouraging people 2 go #vegan  2 fight #climatechange ?  It makes such an impact on #environment """
environment,7.05E+17,"""Bill Clinton says going vegan saved his life https://t.co/a8S9Rj7ehT #vegan #lifestyle #health #environment #climate """
environment,7.05E+17,"""Christie Administration Deal With Exxon Was Years in the Making https://t.co/WfpwmYX5qE #water #environment #green """
environment,7.05E+17,"""_ÙÎÀ#SuperTuesday Vote @BernieSanders He Loves Animals~For The #Environment &amp; More~He's The One~Let's Do This! #NotMeUs https://t.co/pifa71JIqe """
environment,7.05E+17,"""Do you care about the #ClimateChange and the #Environment?  Then, wake up, get up and go vote for #BernieSanders... https://t.co/UvlaqrQpz8 """
environment,7.05E+17,"""""California Democrats are raising the bar on climate action"" #environment #feedly https://t.co/mCvyI8zUk9 """
environment,7.01E+17,"""Meet the fossil fuel lobbyists raising money for Hillary Clinton https://t.co/y8KYql8Q06 via @motherjones #Clinton #Environment #DirtyEnergy """
environment,7.04E+17,"""L.A. recorded its hottest February on record https://t.co/HeN9fgn6o1 anti-science #republicans consult Ouija board for advice #environment """
environment,7.05E+17,"""#Clinton Campaign scrubbs promise to ""lay out a comprehensive energy &amp; #climate agenda"" from site https://t.co/8xKtMnoe2y So #FeelTheBern """
environment,7.05E+17,"""""@PolitiFact: Where do the remaining #GOP candidates stand on #climate change? https://t.co/xCZF0jpvVM https://t.co/MlYtD1OEWZ"" #Hannity #ev """
environment,7.05E+17,"""Obama: None of the GOP candidates have climate change plan - PolitiFact #climate https://t.co/8RUhJncKMH """
environment,7.05E+17,"""Clinton backtracks on moratorium on #fossilfuel extraction on public land, @dailykos https://t.co/iFMpMDQWhD #Hillary2016 #climate #carbon """
environment,7.05E+17,"""Warren Buffett explains his logic for killing rooftop solar in Nevada https://t.co/fiZRglClnT  #climate #clinton #dnc #uspoli #gop #trump """
environment,7.04E+17,""".@HillaryClinton received contributions from 53 fossil fuel industry lobbyists. The OPPOSITE of #climate leadership https://t.co/yK5spe87N6 """
environment,7.05E+17,"""Nearly all #Hillary campaign's registered bundlers worked for the FossilFuel industry #climate #DemTownHall https://t.co/5w6N8aeKwM #Bernie. """
environment,7.06E+17,"""As Planet Burns, #Virginia Republicans Fight Against Clean Energy and for‰Û_Yes, Planet-Killing Fossil Fuels https://t.co/vIIray460j #climate """
environment,7.05E+17,"""After El Nino, Will The Global #Warming Pause Continue? https://t.co/V9le5t5Sk2 #climate #uspoli #uk #cdnpoli #australia #eu #gop #ableg """
environment,7.05E+17,"""Oil and gas industry has pumped millions into Republican campaigns https://t.co/TXiud1dIaA #environment #climate #fossilfuels #election """
family leave,7.05E+17,"""Everyday, hard-working New Yorkers risk their jobs, in order to care for a loved one in need #Paidfamilyleave https://t.co/F44BptqgJR """
family leave,7.05E+17,"""@HillaryClinton Guaranteed #PaidFamilyLeave #SuperTuesday #ImWithHer https://t.co/2pkS67Xin6 """
family leave,7.05E+17,"""@realDonaldTrump Mr. Trump please talk about your views on #PaidFamilyLeave for working mothers. """
family leave,7.04E+17,"""#SuperMonday is a great time to support #PaidFamilyLeave with #BernieSanders. Take a friend &amp; #GOTV tomorrow. https://t.co/5CzraoGKmO """
family leave,7.03E+17,"""#HillaryClinton 2016 #Vote4Hillary #Women to want more Paid #ParentalLeave in ... - https://t.co/RBz8BfSGRY https://t.co/PTeph2l9Ua """
family leave,7.05E+17,"""#HillaryClinton #Vote4Hillary #Women to want more Paid #ParentalLeave in ... #SuperTuesday -https://t.co/8ZXGjbuAbd https://t.co/QszCaQptbH """
familyleave,7.04E+17,"""What do @BernieSanders and the vast majority of Republicans have in common? They support #paidleave #makenynext https://t.co/ua8CFY1MRV """
familyleave,7.05E+17,"""Everyday, hard-working New Yorkers risk their jobs, in order to care for a loved one in need #Paidfamilyleave https://t.co/F44BptqgJR """
familyleave,7.05E+17,"""@HillaryClinton Guaranteed #PaidFamilyLeave #SuperTuesday #ImWithHer https://t.co/2pkS67Xin6 """
familyleave,7.05E+17,"""@realDonaldTrump Mr. Trump please talk about your views on #PaidFamilyLeave for working mothers. """
familyleave,7.04E+17,"""#SuperMonday is a great time to support #PaidFamilyLeave with #BernieSanders. Take a friend &amp; #GOTV tomorrow. https://t.co/5CzraoGKmO """
familyleave,7.03E+17,"""#HillaryClinton 2016 #Vote4Hillary #Women to want more Paid #ParentalLeave in ... - https://t.co/RBz8BfSGRY https://t.co/PTeph2l9Ua """
familyleave,7.05E+17,"""#HillaryClinton #Vote4Hillary #Women to want more Paid #ParentalLeave in ... #SuperTuesday -https://t.co/8ZXGjbuAbd https://t.co/QszCaQptbH """
familyleave,7.05E+17,"""One reason #ImWithHer is her constant championing of #EqualPay and #paidleave and #women  https://t.co/Ceukh2ViC7 """
familyleave,7.05E+17,"""@desertjack82 @dr_kinlow Hillary has detailed plans for #Paidleave and if you go to her website you can read them. She prioritizes families """
familyleave,7.05E+17,"""Hope that day comes when no parent has to choose.  Too many families going through this. #parentalleave  #ImWithHer  https://t.co/sxXFy0W6By """
familyleave,7.05E+17,"""""@HillaryClinton deserves WH, privileged white women have waited enough! #PaidMaternityLeave? Not important!""  #ThingsHillarySupportersThink """
familyleave,7.06E+17,"""My mom paid me to leave her house and never come back. I took the check because I hate her. #paidfamilyleave  https://t.co/xQ57wW2Y8i """
familyleave,7.06E+17,"""#PaidFamilyLeave is a benefit that an employee must negotiate with their employer.  Keep #government out. https://t.co/Mtq93W9EVO """
familyleave,7.06E+17,"""Thank you, @JimmyGomezCA, for your leadership to expand #paidfamilyleave  https://t.co/5F4MrqQPFs """
familyleave,7.06E+17,"""No one should have to choose between their family or a pay check. Thank you @JimmyGomezCA for leading to expand #paidfamilyleave. """
familyleave,7.06E+17,"""Thank you, @HillaryClinton for your support to raise the wage in WA and provide #PaidLeave to all WA workers! https://t.co/B0JIL2b3f0 """
familyleave,7.04E+17,"""1 in 4 moms return to work 2 wks after birth. Dems and Republicans agree This is unacceptable #paidleave #MakeNYNext https://t.co/PLImfmfMfA """
flintwater,7.05E+17,"""In my WCCCD TappingIntoMedia course I will compare @BernieSanders @HillaryClinton ads on #FlintWater N discuss why #BernieBlackDisconnect """
flintwater,7.05E+17,"""#Michigan @BernieSanders crew #NoClue how 2deal w/ #BlackVoters -Damn shame #poverty #environmentalracism #Detroit #FlintWater #NoDemocracy """
flintwater,7.04E+17,"""@getenvy TY All VeryMuch &amp; StevieWonder2! #BlackIsBeautifal Talented &amp; Generous! #JusticeForFlint #ArrestSnyder 4 #FlintWater #BernieSanders """
flintwater,7.04E+17,"""Because NO SHAME is the new @GOP motto. #FlintWaterCrisis #FlintWater #Flint https://t.co/JFX9caZrcv https://t.co/pvVcvTvnSM """
flintwater,7.05E+17,"""@FoxNews @tedcruz also fought for #fracking for your buddies #frackwhore #waterpoisoning no wonder you didn't give a shit about #flintwater """
flintwater,7.05E+17,"""Flint water crisis highlights why FOIA should apply to governor, Democrats say https://t.co/QHNupjlz5p #FlintWaterCrisis #FlintWater #Flint """
flintwater,7.05E+17,"""BERNIE SANDERS HAS ASKED FOR MI GOV. RICK SCOTT'S RESIGNATION, HILLARY  HAS NOT #arprimary #VTprimary #Maddow #FlintWater """
flintwatercrisis,7.05E+17,"""Hillary Clinton &amp; Bernie Sanders debate in Flint Michigan putting #FlintWaterCrisis in forefront @HillaryClinton &amp; @SenSanders """
flintwatercrisis,7.05E+17,"""@realDonaldTrump @JohnKasich @RealBenCarson @tedcruz @marcorubio What will U say on #FlintWaterCrisis in #Michigan  https://t.co/vsRopAfBu8 """
flintwatercrisis,7.05E+17,"""Heard of Flint Michigan? #FlintWaterCrisis? @realDonaldTrump @RealBenCarson @marcorubio @JohnKasich @tedcruz """
flintwatercrisis,7.05E+17,"""Without humanity, equality or a soul the GOP can't 'fix' anything, just ask the people of #FlintWaterCrisis.  https://t.co/H6hN5p1Idj """
flintwatercrisis,7.05E+17,"""@djred678 @HillaryClinton States Rights is nothing more than Dictatorship of its citizens look at #FlintWaterCrisis MI, KS, FL, TX, OK, MS? """
flintwatercrisis,7.05E+17,"""@realamerican114 @WhiteHouse @obama @HillaryClinton He is the #president thus he should've went to #FlintWaterCrisis in lieu of sending her """
flintwatercrisis,7.05E+17,"""Hillary ""owns the issue"" because she's EARNED it - sticks with it til she finds a solution. #FlintWaterCrisis https://t.co/H5dQQLugOl """
flintwatercrisis,6.94E+17,"""From the water crisis in Flint to the gun violence in Chicago, it all proves that Democrats actually hate minorites.  #FlintWaterCrisis """
flintwatercrisis,7.03E+17,"""The truth is we should all be outraged by the #FlintWaterCrisis and the Republican Governor should condemn #TedCruz for blocking relief.. """
flintwatercrisis,7.05E+17,"""#Flintwatercrisis highlights why FOIA should apply to governor, Democrats say | https://t.co/WMhmmmgfnP https://t.co/MEIP4QbqSl """
flintwatercrisis,6.90E+17,"""#FlintWaterCrisis should not be political. Please adhere to a ""1-sticker Policy"" on all the water jugs donated. https://t.co/jNF6XJnEPZ """
flintwatercrisis,7.05E+17,"""@BernieSanders #BernieOrBust #Bernie2016 #BernieStrong #SHE is #MONSANTO #POISON #SHE is #FlintWaterCrisis https://t.co/09PHf76tQN """
flintwatercrisis,7.05E+17,"""Flint water crisis is also about housing equality. https://t.co/XcVwcyjXee #FlintWaterCrisis #BlackLivesMatter $FNMA https://t.co/6RrkWWPbtP """
flintwatercrisis,7.05E+17,"""@Debi129 @nanblunt @BernieSanders not one GOP candidate, including Lord Trump has visited #FlintWaterCrisis """
flintwatercrisis,7.03E+17,"""#FlintWaterCrisis #UnPureMichigan We know what MI. GOP Gov Snyder did, what's happening in your GOP state. Find out! https://t.co/YOglb2ScFP """
flintwatercrisis,7.05E+17,"""Hypocrisy of @HillaryClinton continues enraged by #FlintWaterCrisis yet supports the use of #fracking #SuperTuesday https://t.co/YD7exrRBkg """
flintwatercrisis,7.05E+17,"""*Donate bottles of water for #FlintWaterCrisis #Michigan #Travesty  https://t.co/oYppVJ2K78 """
flintwatercrisis,7.02E+17,"""No presidential candidate appears to want @OneToughNerd's endorsement - and for good reason https://t.co/Dprfe0bMbY #FlintWaterCrisis """
flintwatercrisis,7.05E+17,"""Your daily ""Days of #FlintWaterCrisis Inaction by the Snyder Administration"" report https://t.co/8SGjku1ViL https://t.co/CzXZ53cQ5a """
flintwatercrisis,7.05E+17,"""@IanMolony @POTUS @SenSanders Like in #FlintWaterCrisis it is admirable that #OneTrickBernie is bringing up the rear on commonsense gun law. """
flintwatercrisis,7.05E+17,"""#BernieSanders did not politicize #FlintWaterCrisis like #HillaryClinton https://t.co/sCsauddg8A Know the real candidates on #SuperTuesday """
flintwatercrisis,7.05E+17,"""KristineQ930: #TruthAndPower #Economy #libertyrising #Infowars #FlintWaterCrisis #NOGMO POWERFUL BLACK WOMEN ENDOR_Ñ_ https://t.co/ANJ016KYJf """
flintwatercrisis,7.05E+17,"""#TruthAndPower #Economy #libertyrising #Infowars #FlintWaterCrisis #NOGMO POWERFUL BLACK WOMEN ENDORSE TRUMP https://t.co/0cClIznxAe """
flintwatercrisis,7.05E+17,"""@MMFlint @SenSanders Hillary is just fine with the corporate governance that led to #FlintWaterCrisis so in that sense you're right. """
flintwatercrisis,7.03E+17,"""Ted Cruz is single-handedly blocking federal aid to Flint just because #FlintWaterCrisis https://t.co/cWmdCT4gFa """
flintwatercrisis,7.04E+17,"""One year earlier: A lawyer for Snyder calls Flint's water _ÑÒscary,_Ñù #FlintWaterCrisis  Snyder knew Jail this monster. https://t.co/4ncGztwemC """
flintwatercrisis,7.05E+17,"""Democrats want governor's office covered by records law https://t.co/XRY5xkxsgM #FOIA #FlintWaterCrisis """
flintwatercrisis,7.05E+17,"""@BernieSanders I agree. The people in #FlintWaterCrisis deserve more than an apology... Justice must be served https://t.co/DerVTVsseM """
flintwatercrisis,7.05E+17,"""Things You Won't Hear @GOP Climate Change, Infrastructure, Gun Sense Or Clean Safe Water. #FlintWaterCrisis @SuperTuesday """
flintwatercrisis,7.05E+17,"""Remember when @tedcruz blocked emergency aide from going to #FlintWaterCrisis ? """
flintwatercrisis,7.05E+17,"""#RightWingLogic Let's run large government just like small family! #tcot #ccot #UniteBlue #TedCruz #FlintWaterCrisis https://t.co/3NTF9RT2Yb """
flintwatercrisis,7.05E+17,"""Please HRC + Sanders and national media keep democratic nomination race alive until Flint Debate! #FlintWaterCrisis https://t.co/MhH7vaXh4H """
flintwatercrisis,7.05E+17,"""Flint City Council voted AGAINST using Flint River water, GOP EM overruled #tcot #UniteBlue #FlintWaterCrisis https://t.co/hvvxmcwQVP """
flintwatercrisis,7.05E+17,"""Whats the word @TheDemocrats @MichiganDems @CNN??? You just want to exploit the #FlintWaterCrisis and leave??? https://t.co/KJpVjbapHe """
flintwatercrisis,7.04E+17,"""Dr. Edwards: State, fed civil servants _ÑÒbipartisan in who they misled,_Ñù including Dem Mayor Walling and GOP Gov Snyder #FlintWaterCrisis """
flintwatercrisis,7.05E+17,"""@MaxBoot @essdotX note GOP has yet to take any stance on #FlintWaterCrisis deny deny deny shame shame shame """
flintwatercrisis,7.04E+17,"""Liberals like to blame STATE GOVT. for #FlintWaterCrisis and not the nearly all black, all democrat city council. https://t.co/TCM9GdZHam """
flintwatercrisis,7.05E+17,"""@onetoughnerd @The_RGA @GOP Children injured for LIFE #FlintWaterCrisis #DarnellEarley #EdKurtz #BradWurfel @bpshow https://t.co/TJtwqsT45v """
flintwatercrisis,7.05E+17,"""@realDonaldTrump @NSAGov @BBCNews ME AND @josephfingerle ARE ENDING THE #FlintWaterCrisis #FlintLivesMatter AT LEAST @SenSanders CARES FUCK """
flintwatercrisis,7.03E+17,"""@tedcruz May you go without water. I hope in Biblical proportions the bill you're holding up for #FlintWaterCrisis comes back at you! """
flintwatercrisis,7.05E+17,"""@JoyAnnReid Bernie's 1% ad. also demonstrates his prob. The money  that powers racism is fr a deeper class than the 1%. #FlintWaterCrisis """
flintwatercrisis,7.05E+17,"""@whovian15 @boldandworthy @PastorDScott I guess #FlintWaterCrisis wasn't sth the ""good"" pastor could advocate Justice  4 cos no $s there. """
flintwatercrisis,7.05E+17,"""@MMFlint I hope Ted Cruz gets crushed in Michigan on the 8th. Holding up money for the people of #FlintWaterCrisis . """
flintwatercrisis,7.05E+17,"""RT ZareenaGrewal: #Sanders actually cares about #FlintWaterCrisis and #Detroit #SuperTuesday _Ñ_ https://t.co/OYOzoLfH8R """
flintwatercrisis,7.05E+17,"""How dare @MMFlint be upset at white Republicans poisoning black and other people in Flint! #FlintWaterCrisis  https://t.co/6fVh2YgPWk """
flintwatercrisis,7.05E+17,"""SEE U THINK HILLARY WILL SAVE #FlintWaterCrisis  https://t.co/vpwMy20Om7 """
flintwatercrisis,7.05E+17,"""#ArrestGovSnyder for #FlintWaterCrisis!  Demand #Justice4Flint &amp; #Justice4Pinkney!  https://t.co/igHmKrjOvO """
flintwatercrisis,7.04E+17,"""How Gov. Snyder's PR team lied, mocked and misled. https://t.co/eUZf0CLSe4 #FlintWaterCrisis https://t.co/R1KRgpQz1a """
flintwatercrisis,7.05E+17,"""Trump mocks Rubio with water bottle, Trump wasting water when Flint MI needs it. #FlintWaterCrisis #NeverTrump #bullying #Rubio #VoteCruz """
flintwatercrisis,7.05E+17,"""Will the #FlintWaterCrisis #emails be like the #HillaryClinton #foias too? Will people get tired of hearing about them? This will take years """
flintwatercrisis,6.94E+17,"""Republicans have been working overtime to dismantle the EPA and roll back regulations that keep citizens safe. #FlintWaterCrisis """
flintwatercrisis,7.04E+17,"""Wow. Really inspiring ad talking about the injustices of the #FlintWaterCrisis from @HillaryClinton. https://t.co/huUmNN9yYg #WereWithHer """
flintwatercrisis,7.05E+17,"""Well, maybe he'll just be MADE to resign. #FlintWaterCrisis  https://t.co/A825rut2JC """
flintwatercrisis,7.04E+17,"""Because NO SHAME is the new @GOP motto. #FlintWaterCrisis #FlintWater #Flint https://t.co/JFX9caZrcv https://t.co/pvVcvTvnSM """
flintwatercrisis,7.05E+17,"""Disgusting doesn't begin to describe it. #FlintWaterCrisis  https://t.co/BLhYHkZMat """
flintwatercrisis,7.05E+17,"""@InfraUpgrade #TedCruz is the only one blocking this decision. What a disgusting human being. #FlintWaterCrisis https://t.co/NGPpNKqech """
flintwatercrisis,7.04E+17,"""Trump running the country like he does his businesses wld make #FlintWaterCrisis seem small in comparison. #MakeDonaldDrumpfAgain """
flintwatercrisis,7.04E+17,"""OBAMA?! @Raffiwilliams the GOP governor switched the water supply and you want to blame Potus #FlintWaterCrisis https://t.co/NJ0N8XpXiP """
flintwatercrisis,7.05E+17,"""#BernieSanders picks up Detroit endorsements after speaking with residents of Flint #FlintWaterCrisis #SuperTuesday  https://t.co/ZBc9m6Q6GD """
flintwatercrisis,7.05E+17,"""Flint water crisis highlights why FOIA should apply to governor, Democrats say https://t.co/QHNupjlz5p #FlintWaterCrisis #FlintWater #Flint """
flintwatercrisis,7.05E+17,"""#HillaryClinton ad on #FlintWaterCrisis #neverletacrisisgotowaste right #disgusting """
flintwatercrisis,7.04E+17,""".@BernieSanders was there to listen to powerful voices from #FlintWaterCrisis.  https://t.co/4qiCxJbOGD via @YouTube """
flintwatercrisis,7.03E+17,"""Ted Cruz holding up #FlintWaterCrisis financial aid bill - is ""reviewing legislation"" https://t.co/jCmbQXiIuX #Flint https://t.co/vIZzB3D1KJ """
flintwatercrisis,7.05E+17,"""I wish GOP candidates would talk more about real issues facing daily life! #alcohol #FlintWaterCrisis #cleanair  https://t.co/KGIVxknmw8 """
flintwatercrisis,7.05E+17,"""BERNIE SANDERS HAS ASKED FOR MI GOV. RICK SCOTT'S RESIGNATION, HILLARY  HAS NOT #Flint #FlintWaterCrisis   #VAprimary #OHprimary #TXprimary """
flintwatercrisis,7.04E+17,"""#FlintWaterCrisis citizens endorse @BernieSanders for president! _ªêÇ #FeelTheBern #Election2016 #PoliticalRevolution #NotMeUs #SuperTuesday """
flintwatercrisis,7.04E+17,"""LISTEN https://t.co/YM5gA3khxm We discuss #GOPDebate #SCPrimary #FlintWaterCrisis #Rubio #Trump and more! """
flintwatercrisis,7.04E+17,"""LISTEN at https://t.co/Tt5fiUudzG. We discuss #GOPDebate #SCPrimary #FlintWaterCrisis #Rubio #Trump and more! """
flintwatercrisis,7.03E+17,"""TedCruz Just Blocked Bipartisan Bill4 #FlintWaterCrisis POLLUTED WATER Supply #NotPresidential #GOPDebate #ImWithHer https://t.co/UbP7UrD1po """
flintwatercrisis,7.03E+17,"""Republican Debate? Give me the dislike button. #GOPDebate #ImmigrationReform #FlintWaterCrisis_Ñ_ https://t.co/jK1fS3rKrP """
flintwatercrisis,7.03E+17,"""#TedCruz holding up Flint aid deal in Senate https://t.co/i6zhcDdYKD #FlintWaterCrisis https://t.co/idfyqOee6k """
flintwatercrisis,7.04E+17,"""Fans listen to our newest episode at https://t.co/s8oBhKgdcz. We discuss #GOPDebate #SCPrimary #FlintWaterCrisis #Rubio #Trump and more! """
flintwatercrisis,7.04E+17,"""Baird says there's a ""funding issue"" with replacing infrastructure. Except when you're handing over to corporations #FlintWaterCrisis """
flintwatercrisis,7.04E+17,"""Fans listen to our newest episode at https://t.co/FeLZMIoky4. We discuss #GOPDebate #SCPrimary #FlintWaterCrisis #Rubio #Trump and more! """
flintwatercrisis,7.04E+17,"""Betty Cook Scott endorses Bernie Sanders. https://t.co/75o1Nm3zs8 #FlintWaterCrisis #JusticeForFlint #SuperMonday https://t.co/g9D4yovGZs """
flintwatercrisis,7.03E+17,"""How about covering THIS instead of Trump word salad rally, MSNBC?  #FlintWaterCrisis  https://t.co/Hpn3Ok4Pqo """
flintwatercrisis,7.03E+17,"""@MamaBear4Cruz @tedcruz https://t.co/uOdCYWUMs7 single handedly holding it up for ppl poisoned by their own gov #FlintWaterCrisis """
flintwatercrisis,7.04E+17,"""Listen to the teachers, they're the ones preparing the future. #FlintWaterCrisis #FeelTheBern #ArrestGovSnyder  https://t.co/t6oj5Gy5oF """
flintwatercrisis,7.04E+17,"""You're next! My #GOP Governor created the #FlintWaterCrisis trying to ""run government like a business."" #VoteBlue https://t.co/xm0jHwK3ge """
flintwatercrisis,7.04E+17,"""@ #FlintWaterCrisis town hall should be wake up call for GOP starving infrastructure, Corporations have to pay their share 4 civilization """
flintwatercrisis,7.04E+17,"""Elena Herrada endorses Bernie Sanders. https://t.co/2wK5Sy0nIO #FlintWaterCrisis #JusticeForFlint #SuperMonday https://t.co/b9g5suh2Q8 """
flintwatercrisis,7.04E+17,"""#Flintwatercrisis highlights why FOIA should apply to governor, Democrats say https://t.co/6L5YF4UkN7 """
flintwatercrisis,7.04E+17,"""POLL: 53% Of GOP Voters Blame Locals For #FlintWaterCrisis via @MIRSnews | Straight up ignorance """
flintwatercrisis,7.04E+17,"""#Detroit speaks out:  We #FeelTheBern https://t.co/I1njV5IKOI #WhichHillaryCensored #FlintWaterCrisis #SuperTuesday """
flintwatercrisis,7.04E+17,"""#Sanders actually cares about #FlintWaterCrisis and #Detroit  #SuperTuesday  https://t.co/fmJ4oNjhTK """
flintwatercrisis,7.04E+17,"""Bernard Parker endorses Bernie Sanders. https://t.co/2wK5Sy0nIO #FlintWaterCrisis #JusticeForFlint #SuperMonday https://t.co/j2Dds8xJyZ """
flintwatercrisis,7.04E+17,"""So no EPA, and no more clean water initiatives. Go Fracking, Go #FlintWaterCrisis, Go global warming, in Trump's USA https://t.co/YVKXJjnKXg """
flintwatercrisis,7.01E+17,"""""CREEPY""--Wyatt Matturs: GOP FLINT WATERFELONS https://t.co/B80vZH36dz _Ñ_ _Ñ_ #ALEC #FlintWaterCrisis #Michigan #Snyder https://t.co/xuyh9Y4RcU """
flintwatercrisis,7.04E+17,"""Do @HillaryClinton &amp; @BernieSanders care enough about #FlintWaterCrisis to discuss environmental &amp; racial justice? https://t.co/FmmUTb9dFt """
flintwatercrisis,7.01E+17,"""_ÑÉInside How Citizens, Journalists, Doctors &amp; Scientists Exposed the #FlintWaterCrisis Cover-Up_Ñé - @democracynow https://t.co/1ZnQlviiBW #GOP """
flintwatercrisis,7.03E+17,"""ICYMI: @BernieSanders discusses #FlintWaterCrisis during community forum https://t.co/OpsPfTY8CR #FeelTheBern https://t.co/z3wH1Z2Cmt """
flintwatercrisis,6.96E+17,"""""It_Ñés true that Hillary Clinton is in favor of #fracking"" https://t.co/7Rb3IYwFfl #flint #FlintWaterCrisis #Bernie https://t.co/o8hNnaO2Fb """
flintwatercrisis,7.04E+17,"""Unacceptable, @onetoughnerd #FlintWaterCrisis @ProgressMich @Freep https://t.co/SBEzOdwNW9 """
flintwatercrisis,6.98E+17,"""THERE IS NO COMPASSIONATE CONSERVATISM. #FlintWaterCrisis is what EVERY REPUBLICAN LOOKS LIKE. https://t.co/jNUbdvRc8V """
flintwatercrisis,6.98E+17,"""@rolandsmartin @BernieSanders Too bad its Dodd-Frank not #FreeRevPinkney &gt; https://t.co/UvQmg2XHEv MABEY YOU'LL HEAR &amp; SEE #FlintWaterCrisis """
gun control,7.05E+17,"""MT @steve0423: Obama on his #gun control kick again. #TCOT https://t.co/bOenKCs11n #2A #NRA #PJNET """
gun control,7.05E+17,"""If you support any of the following, you have a mental disability. #gun control #SandersCollegePlan @HillaryClinton """
gun control,7.05E+17,"""I still CAN'T believe this! Hillary in bed with the NRA! #bernie #FeelTheBern #nra #guns #gun control #SuperTuesday  https://t.co/KooRIAk9qN """
gun control,7.05E+17,"""SovereignGuy: RT triciamangan: .HillaryClinton not keen enough on #gun control to keep her from fundraising with #N_Ñ_ https://t.co/2o0yz6V00m """
gun control,7.05E+17,""".@HillaryClinton not keen enough on #gun control to keep her from fundraising with #NRA lobbyist #SuperTuesday  https://t.co/2N0nyq3BHY """
gun control,7.05E+17,""".@NRA Lobbyist Will C-Host @HillaryClinton Fundraiser. HRC says one thing &amp; does the opposite. https://t.co/uYdiBoE9FJ #iVoted #gun control """
gun control,7.05E+17,"""@Patta47cake @Only4RM guess who voted 5x no on Brady bill, yes on PLCAA, and said #gun control is a state's right issue? Bernie Sanders """
gun control,7.05E+17,"""The cynicism of Democratic Party on #gun control = breathtaking.   @lhfang """
gun control,7.05E+17,"""@GabbyGiffords We all support you, but the candidate you have endorsed is not honest, esp re: #gun control https://t.co/42sw4qfAoe #NRA """
gun control,7.05E+17,"""Check out Lost Video Shows Marco Rubio Voting For Gun Ban in 1999 from @ConsrvOutfitter: https://t.co/tVkzEUfe40 #tcot #gun control #rubio """
gun control,7.05E+17,"""NRA Lobbyist Will Co-Host #HillaryClinton Fundraiser https://t.co/ORIkHF2tKE  #gun control #SuperTuesday #Hillary2016 https://t.co/0lu6T0UE2G """
gun control,7.05E+17,"""Lost #VIDEO shows #Marco #Rubio voting for GUN BAN in 1999 https://t.co/6RadujVYjx #TedCruz #Rubio2016 #SuperTuesday #gun control #NRA #Cruz """
