topic,tweetid,text
marijuana,7.04E+17,"""An Attorney General Chris Christie Could Shut Down Recreational Cannabis Industry https://t.co/H0Wk1prcAX #Marijuana #News """
marijuana,7.04E+17,"""An Attorney General Chris Christie Could Shut Down Recreational Cannabis Industry https://t.co/FT0rOHMYOD #cannabis #marijuana """
marijuana,7.04E+17,"""#POT #SMOKE An Attorney General Chris Christie Could Shut Down Recreational Cannabis Industry... https://t.co/kjikhrGs0k #Marijuana #WeeD """
marijuana,7.04E+17,"""Here's Where the Remaining 8 #Presidential #Candidates Stand on #Marijuana https://t.co/rSk37Xc9Pq #Cannabis #USA https://t.co/wlAUUbQSoc """
marijuana,7.05E+17,"""Compassion is coming!!  #BELIEVE in #YesOn2!  Follow @UnitedForCare to help us bring #MedicalMarijuana to Florida! https://t.co/WC6WlEUYCm """
marijuana,7.05E+17,"""#medicalmarijuana #weedfeed Bernie Sanders 2016 Legal Recreational Marijuana Cannabis #Fee_Ñ_ https://t.co/PZLBAzTAD7 https://t.co/LimlRzaqJy """
marijuana,7.04E+17,"""#BernieSanders Will Consider #Legalizing #Marijuana If Elected #President |#Cannabis  #MedicalMarijuana  https://t.co/0JvLIhZRjq """
marijuana,7.05E+17,"""The moment when you hear Bernie Sanders wants to #LegalizeMarijuana and then you #FeelTheBurn https://t.co/5gXH1DjWeh """
obama,7.05E+17,"""#Obama Ben Carson calls for candidate meeting prior to GOP debate on T... https://t.co/zZSW6ihtnX https://t.co/ZLMmLCCjoM """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama Your crazy Lady I rocked the Republican Party """
obama,7.05E+17,"""The avg #Trump voter only cares about what is said now. The same people who criticized ignorant #Obama voters. #NeverTrump #WakeUpAmerica """
obama,7.05E+17,"""#Hillary Will Protect #Obama's Legacy of Total Gridlock &amp; Dysfunction in #Congress~Voters Want MORE OF SAME? #DonaldTrump #nyt #cnn #wsj #ap """
obama,7.05E+17,"""Secret Service Agent Says #Obama Is #Muslim &amp; #Gay In New Tell-All Book https://t.co/ve0mX6qv9D #Cruz #Rubio @YugeMilo @HouseCracka #Texas """
obama,7.05E+17,"""#Obama Ted Cruz eligibility challenge dismissed by Illinois judge... https://t.co/TDm0Sj7G7Z https://t.co/fD9v4O4aX8 """
obama,7.05E+17,"""#SuperTuesday Bernie Sanders 'Bernie' Large White Custom Decal  #tcot #obama #dnc https://t.co/WAfbWO6mPF """
obama,7.05E+17,"""#SecertService Agent Says #Obama Is #Muslim &amp; #Gay In New Tell-All #Book https://t.co/lkqVksgfon #AlwaysTrump #SECPrimary #Trump #Politics """
obama,7.05E+17,"""#Obama CHARLES HURT: Donald Trump_Ñés winning streak baffles GOP losers... https://t.co/7YF9ldFDcU https://t.co/ve4WFFdLnJ """
obama,7.05E+17,"""#Obama says Senate opioid abuse bill needs more funding. #GOP pledges support.  https://t.co/5tCeiCIUpI """
obama,7.05E+17,"""#Obama On Facebook, Talk Is on Race, Christianity and Trump - Heard on... https://t.co/3QvOyzsV3n https://t.co/aznB4iE3jt """
obama,7.05E+17,"""GOP leaders tell obama they won_Ñét consider his Supreme Court pick     https://t.co/Y5gtKKgIKY via @WSJ #tcot #ccot #SCOTUS #Obama #GOP #2A """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama  43 million wasted Politics as Usual he should be arrest for deceiving  possible donors and for fraud #Sanders """
obama,7.05E+17,"""SageLinQ #TopStories #Obama meets with GOP leaders on court fight  https://t.co/zUgDKUzyD2 https://t.co/9u9VhUSc3V """
obama,7.05E+17,"""If the #dems &amp; #obama did so much for jobs &amp; the economy the why pray tell is it the #1 worry for #dems &amp; #Gop voters """
obama,7.05E+17,"""#Obama Trump Says He_Ñés Done _ÑÉMore For Equality_Ñé Than Anyone. This Reso... https://t.co/515Qok4uAg https://t.co/KOJpwN4uFm """
obama,7.05E+17,"""#Obama The Social Science Behind Marco Rubio_Ñés Dick Joke... https://t.co/s5P106GEaL https://t.co/Sk3vaEBcnX """
obama,7.05E+17,"""The irony is that #Obama had to appoint high integrity #FBI head in response to scandals, now it may haunt #Hillary. https://t.co/QrHljO8qTJ """
obama,7.05E+17,"""America is greater than ever before! #Obama saved us from The Great Recession and he's twice as respected internationally as GW #Bush #Trump """
obama,7.05E+17,"""President #Obama bans products made by slave labor - https://t.co/9XBt7UqnIX #working #conditions #trade #ban """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama  its not enough your party should be held accountable  Dismantled and Banned It should be over Republicans """
obama,7.05E+17,"""@realDonaldTrump Ted Cruz LOVES to #LIE just like #Obama, thank you Ted! #WATCH: https://t.co/8zGF48PBUw  #TedLIES https://t.co/hJ3coz6XyH """
obama,7.05E+17,"""@Slate #Obama created Islamic terrorism and Thanks to God, Trump coming to destroy this nasty Obama creation. """
obama,7.05E+17,"""#Obama administration tells border agents who oppose #amnesty to look for another job:  https://t.co/QRukJkX8bd  #SecureTheBorder #Trump2016 """
obama,7.05E+17,"""Promises To Do Something About #OBAMA ? Removing Him From Office If Republicans Took The House &amp; Senate He Is One  https://t.co/ELvQUTLZ82 """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama He is not qualified to run this country We ARE Not ALL WHITE #Sanders """
obama,7.05E+17,"""#Obama The sustained polling dominance of both Donald Trump and Hillar... https://t.co/6d1eFa1r1i https://t.co/jG9Sf6nWcQ """
obama,7.05E+17,"""#RUBIO #CRUZ #GOP It doesn't matter one bit if you don't TRUST #OBAMA!! In two elections Americans ovewhelmingly TRUSTED him!!! #SCOTUSwatch """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama to be a successful leader of America (The Melting Pot) He is the past should be retired #Sanders """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama yeah he can steal the sediment of the day and make a bunch of noise but is not equipped with the tools #Sanders """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama He is not apart of the Futureto come he ispart of the incompetency in #Washington that shapedour present #Sanders """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama He is the Senator of a state that is 95% White not a fair representation of our country #Sanders """
obama,7.05E+17,"""@ImWithRubio @AlexConant I saw an #Obama who threw out babies, called some mistakes, never his color. What color does Trump see in D. Duke? """
obama,7.05E+17,"""incompetent Democrats shook America's reputation in the Middle East ! where you promised ""change"" #Obama ? #KurdsAreMurdered """
obama,7.05E+17,"""#Obama's #ForeignPolicy legacy: explosive situations for #HillaryClinton if elected President to inflame into wars with #Russia and #China """
obama,7.02E+17,"""Dr Ben Carson: ""#Obama is a Psychopath"" https://t.co/814IzPM8be _Ñ_ _Ñ_ NAILED IT! #tcot https://t.co/WiUmht4a96 """
obama,7.05E+17,"""#Hillary #Clinton plans to use husband and #Barack #Obama as attack dogs in #anti-#Trump #battle #plan... https://t.co/vh53kDFV0d """
obama,7.05E+17,"""#Trump is the same as #Obama The country doesn't need another egomaniac divider. There is a true conservative/outsider #Cruz     #SECPrimary """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama  Why change your commercial now You already broke the law #Fcc #Sanders #Oregon why stop now ..criminal """
obama,7.05E+17,"""#Obama Nation of Islam leader praises Donald Trump... https://t.co/ZdFWmO6NZC https://t.co/HnpPWZaE63 """
obama,7.05E+17,"""#Obama Trump reacts to report about off-the-record immigration comment... https://t.co/2UGBkR1B1p https://t.co/BFT1SRqHbC """
obama,7.05E+17,"""#Obama Five things you didn't know about Donald Trump, courtesy of Joh... https://t.co/FlImkXNrgN https://t.co/PAIB0kBES6 """
obama,7.05E+17,"""SIGN @alfranken SENATOR #AlFranken petition DEMAND #republican sen VOTE up R down for #Obama s #SCOTUS judge https://t.co/KivpxBYNba """
obama,7.05E+17,"""Rightwing columnist Douthat blaming Obama for the rise of Trump is like blaming Pres for Iraq War.  https://t.co/zMTmd88cb2  #Trump #Obama """
obama,7.05E+17,"""#Cnn  #Aclu #AP #Un #Obama  your not citizens you denounced that right You Criminals 1% and the Republican Party Criminals #SuperTuesday """
obama,7.05E+17,"""#OBAMA THREATENS #BorderPatrol JOBS https://t.co/1HcCLZwAcZ #ConstitutionBeDamned #GOP #Establishment is #USELESS  #ChooseCruz &amp; #RestoreLAW """
obama,7.05E+17,"""#OBAMA THREATENS #BorderPatrol JOBS https://t.co/37L4iPKmxE #ConstitutionBeDamned #GOP #Establishment is #USELESS  #ChooseCruz &amp; #RestoreLAW """
obama,7.05E+17,"""Republicans tell #Obama they will reject any supreme court nomination without even looking at the nominee's name: https://t.co/M67oKa4YGQ """
obama,7.03E+17,"""@llendonmar46: Senate #Republicans Agree To Block #Obama 's #SupremeCourtNominee . https://t.co/QtzzoWeOGr #p2 #UniteBlue #USLatino #GOP_Ñ_ """
obama,7.05E+17,"""#Obama found some #Nostalgia in the #OvalOffice We've had enough #Clinton and #Cuban in the #WhiteHouse  #Trump2016 https://t.co/nWUx9Rfi9B """
obama,7.05E+17,"""#Obama Report: Trump Supporters in Texas See Votes Switched to Rubio... https://t.co/AH748sNK3L https://t.co/gf16GM2hIR """
obama,7.05E+17,"""#Obama Hispanics Love Trump... https://t.co/IP9Du9kDgQ https://t.co/GiYTjI8MiR """
obama,7.05E+17,"""@pesb2012 #kkk #WhiteSupremacy #asshats are #democrat #obama has it made dealn w/ #scum after an #independent saved his life he bitched out. """
obama,7.05E+17,"""#RUBIO #CRUZ #GOP It doesn't matter one bit if you don't TRUST #OBAMA! In two elections Americans overwhelmingly TRUSTED him!! #SCOTUSwatch """
obama,7.05E+17,"""BREAKING NEWS ALERT: Faux News Alert #Obama comes out of the closet today to endorse TED CRUZ #TedCruz for #POTUS https://t.co/K7gZTmvWTw """
obama,7.05E+17,"""Washington (DC) Examiner:  Grassley blames Obama, 'liberal courts' for GOP stance . More #Obama #news - https://t.co/OkWn16C9Mn """
obamacare,7.05E+17,"""#2016election #obamacare pays #Hillary big bucks. Who's surprised? https://t.co/VoXPvc5wIc """
obamacare,7.05E+17,"""#TedCruz says Americans have lost their Doctor of Choice under #Obamacare. Hell Ted..how many people NOW have Doctors thanks to OBAMACARE!! """
obamacare,7.05E+17,"""@AdamBaldwin Don't want #obamacare replaced by something worse #trumpcare - I know it's #trump 's way convince himself he isn't Mr. Potter """
obamacare,7.05E+17,"""#Obamacare single biggest job killer in America. DT supports expanding it. @tedcruz on @DocWashburn #KARN 102.9 #NeverTrump """
obamacare,7.05E+17,"""#TedCruz says Americans have lost their Doctor of Choice under #Obamacare. Damn Ted..how many people NOW have Doctors thanks to OBAMACARE?? """
obamacare,7.05E+17,"""#Republican lawmakers swear they will replace #Obamacare with a system w/ the same ingredients as Obamacare. #PreexistingConditions #GOPfail """
obamacare,7.05E+17,"""20 Times #GOP Leaders Have Promised Their Own #Obamacare Replacement Plan: https://t.co/AejVfm8TfP #p2 #tcot https://t.co/6UOOOgaJt6 """
obamacare,7.05E+17,"""The parts of #obamacare  which #Trump supports are the very reasons why it is wrong. Individual mandate, government intervention #NeverTrump """
obamacare,7.05E+17,"""#BernieSanders will expand #Obamacare so every American will have access.  https://t.co/fQwLN8JDnf """
obamacare,7.05E+17,"""Uh oh: #Democrats want an #Obamacare enrollment extension #pjnet #ccot #tcot #HotAir https://t.co/AKorIxPnBe """
obamacare,7.05E+17,"""Uh oh: #Democrats want an #Obamacare enrollment extension #pjnet #ccot #tcot #HotAir https://t.co/pfFiqFOTvg """
obamacare,7.05E+17,"""In 2 years the uninsured rate in MN is cut in half. Take that @GOP nut jobs, looks like #ObamaCare does work. You look like fools. #gop """
obamacare,7.05E+17,"""#RealDonaldTrump in 2010 said #BarackObama was doing a great job and he supported #Obamacare mandate! #NeverTrump  https://t.co/ZfGFfEYEuV """
obamacare,7.05E+17,"""All the negative comments from the #GOP about #Obamacare, STRANGE none of them cared about our #healthcare until he created it. #SadButTrue """
obamacare,7.05E+17,"""Disgusting Lies from #FoxNews! #TedCruz will Repeal #Obamacare &amp; Abolish the #IRS! #FoxLies &lt;-- https://t.co/kV5nQVjKCO @FoxNews @tedcruz """
obamacare,7.05E+17,"""We didn't have #Obamacare and we were bleeding jobs when George Bush was President. Now we have #Obamacare and creating jobs.   @SenTedCruz? """
obamacare,7.05E+17,"""#Republicans blame #Obamacare for high healthcare costs; #Democrats blame large corporations https://t.co/SJMRRg7GoE https://t.co/mo2gvn1d35 """
obamacare,7.05E+17,"""Trump And Other GOP Candidates Want To 'Fix' #ObamaCare By Making It Do Something It Already Does via @forbes https://t.co/YmTqdkhrsA """
obamacare,7.05E+17,"""@willstauff #TedCruz Exposes #Trump #ObamaCare Lies - American Thinker -  https://t.co/4vRhr61Dqd #CruzCrew https://t.co/lmxter5bX9 #PJNET """
obamacare,7.05E+17,"""It's looking like the GOP is trying to stop Donald Trump using the same plan they have for replacing #Obamacare. #SuperTuesday """
obamacare,7.05E+17,""".@GeorgeHowellCNN Wealreadyhad 1Revolution - it's called #ObamaCare - Wecan not startover; #GOP has repealed it 63 times - @VoteHillary2016 """
obamacare,7.05E+17,"""#Obamacare is more popular than @marcorubio in Florida. Telling sign that #ACAworks... Rubio not so much. https://t.co/IpPvBwUOsb #FLPrimary """
obamacare,7.05E+17,"""While Clinton and Sanders both support #Obamacare, they have different ideas about its path from here: https://t.co/EkGTR4mgXE #SuperTuesday """
obamacare,7.05E+17,"""If u thought #obamacare was bad! #SinglePayer healthcare will be like going 2  DMV or VA. #NeverTrump #NeverHillary https://t.co/I0atHaBIVh """
obamacare,7.05E+17,"""About as genuine as it gets, folks. #Trump #SuperTuesday #obamacare has let nation down!  https://t.co/czd3Il69UB """
obamacare,7.05E+17,"""@KenCuccinelli endorsed @tedcruz They are architects that will finally get rid of #Obamacare &amp; 29 hr work wk #ChooseCruz #VA #TX #Ga #Ok #AR """
obamacare,7.05E+17,"""Never forget when ran away @tedcruz fought the #GangOf8 decried #radicalislam &amp; tried to defund #obamacare #tcot #P2 A positive agenda #GOP """
obamacare,7.05E+17,"""Ted Cruz: #Obamacare not good enough 4 HHS Sec. Sebelius but good enough 4 Am. people? #MakeDCListen #pjnet https://t.co/SkgTM6lbXt %u2026 """
obamacare,7.05E+17,"""@townhallcom &amp; yet #Trump2016 would expand #obamacare into a socialist single payer system. #NeverTrump #DumpTrump  https://t.co/9N2yOndnwP """
obamacare,7.05E+17,"""@GovMaryFallin Candidate @tedcruz will repeal #Obamacare. This will end the 29hr work week.  Make history.  Pleading for you to #ChooseCruz """
obamacare,7.05E+17,"""There are 4 @tedcruz  ~&gt; #MEDICAL and the disaster known as #obamacare #FAIL https://t.co/6NFJI1XAmT """
obamacare,7.05E+17,"""Obamacare Co-Ops Used Accounting Gimmick Approved by Feds #tcot #tlot #ccot #teaparty #obamacare #gop  https://t.co/w0gYXGzI7f """
obamacare,7.05E+17,""".@JohnKasich's politics is to surrender to the Democrats' agenda---&gt; #Obamacare #Amnesty #CommonCore. """
obamacare,7.05E+17,"""Retweeted IWV (@IWV):  #SuperTuesday Alert: @tedcruz has committed to #ObamaCare repeal by signing the... https://t.co/jSqkHxIQx4 """
obamacare,7.04E+17,"""Surprise, surprise_Ñ_. 8 of 11 surviving #Obamacare co-ops are facing failure: https://t.co/QppsN74vcW """
obamacare,7.05E+17,"""This is the fate of #Obamacare under the next president https://t.co/EewCytEOKR """
obamacare,7.05E+17,"""#SuperTuesday Alert: @tedcruz has committed to #ObamaCare repeal by signing the @RepealPledge https://t.co/LsSoqHXAhE """
obamacare,7.05E+17,"""Poll: Only 15 percent say they have benefited from #ObamaCare https://t.co/MVfzMcanBL #Trump #SuperTuesday """
obamacare,7.04E+17,"""#SuperTuesday Alert: @tedcruz has committed to #ObamaCare repeal by signing the @RepealPledge https://t.co/dmclmajgZv """
obamacare,7.05E+17,"""Ted Cruz It's not just #Obamacare website having problems. Thousands losing health care coverage: https://t.co/uX9hgNsLiM %u2026 #pjnet """
obamacare,7.05E+17,"""Dr. Ben Carson: V.A. breakdown shows what's wrong with ObamaCare RETWEET https://t.co/nOU6vhgMov #obamacare #TeaParty #Conservatives """
obamacare,7.05E+17,"""Ted Cruz:  Gov. actuaries say #ObamaCare will increase health care spending by $621B over next 10 yrs https://t.co/jJEivvvipj %u2026 #pjnet """
obamacare,7.05E+17,""".@hughhewitt @EdMorrissey Great read--remember the only legislative limitation put on #Obamacare was done by #Rubio. https://t.co/QgXwA9h97C """
obamacare,7.05E+17,"""Fellow Texans #Vote #Trump _ª___ª_ô_ª___ª_ô_ª___ª_ô #Obamacare is a failure just like bo #Trump will repeal #USA better healthcare #Tx https://t.co/QEq7RZWcIM """
obamacare,7.05E+17,"""#GOP House and Senate are primary reason #Medicaid cannot negotiate prices over #Pharmaceuticals. #FoxNews #Hannity #ObamaCare #SayWhat #HRC """
obamacare,7.05E+17,"""Has #Trump &amp; his voters scared U? POLL: Only 15% say they've benefited from #ObamaCare! O, #Hillary &amp; HerDemsShoulda!https://t.co/mLFtXtMx2T """
obamacare,7.05E+17,"""@ErinBrockovich Why @BernieSanders etal Didn't in 7 years with rise of #Obamacare No 1 seek to Address 40+ year old Problem @FluorideAction """
obamacare,7.05E+17,"""@FoxNews @tedcruz the economy sucked before #obamacare &amp; worst recession under Bush a #GOP #potus So hush up Cruz #SuperTuesday """
obamacare,7.05E+17,"""#republicans blame #obamacare. #Democrats blame big #pharma. Both are mostly wrong, says @peterubel https://t.co/uR0KyjWry1 """
obamacare,7.05E+17,"""https://t.co/FqogkPEj1X Only 15% of people feel they've benefited from #obamacare 10% Are Not Americans &amp; 5% Are Welfare recipients. #Trump """
obamacare,7.05E+17,"""Ted Cruz just announced he will go on #obamacare  https://t.co/nMDp55Nzdu """
obamacare,7.05E+17,"""#Trump r u really not going to dump #obamacare ?@realDonaldTrump  Insurance IS why health care is costly.  The healthy pay for the sick. """
obamacare,7.05E+17,"""Don't forget: A vote for @JohnKasich is a vote for #Obamacare. Here's why. https://t.co/uB4S4HVu2x """
obamacare,7.05E+17,"""Reminder: How @JohnKasich became the GOP's top #Obamacare cheerleader https://t.co/mIOrXqWDk5 """
obamacare,7.05E+17,"""Don't know if y'all like #Obamacare but ONLY #GOP #TurkeysVotingForThanksgiving hate #UniversalHealthcare! #BLM #OWS https://t.co/0oHCex1mbo """
obamacare,7.04E+17,"""Most republicans are against #obamacare yet they'll support #Trump who wants full blow socialized medicine- can't fix stupid- """
obamacare,7.04E+17,"""I am #TeaParty - when we were fighting #ObamaCare Donny Trump was fighting us  #NeverTrump """
obamacare,7.04E+17,"""Hey #democrats:Official: 8 of 11 Remaining #Obamacare Co-Ops on the Brink https://t.co/3WbiE0Bf6O """
obamacare,6.93E+17,""".@tedcruz: If I'm elected president, we will repeal every word of #ObamaCare. #GOPDebate https://t.co/XNohxL6FTA """
obamacare,7.04E+17,"""Why Canadians pay $4k/yr for healthcover and Americans $8k, why #Obamacare fails and @BernieSanders has the answer  https://t.co/xElir5xrIo """
obamacare,7.04E+17,"""Note to #obamacare - more adequate funding for earpieces for presidential candidates #Trump #KKK #DavidDukeDenial #GOP #Election2016 """
obamacare,7.04E+17,"""62% OF Republicans and 67% Democrats cite health care costs major concern translation OBAMACARE IS NOT WORKING! #obamacare """
obamacare,7.04E+17,"""#Obamacare is a fiscal black hole.  https://t.co/z3n8CshBsN """
obamacare,7.04E+17,"""Please vote #BernieSanders on #SuperMonday #SuperTuesday 29 million still need help with #healthcare . #obamacare https://t.co/LZJfsm3Qur """
obamacare,7.04E+17,"""The GOP Speaker's Office has put out a ""mission statement"" on healthcare policy to replace #Obamacare (aka #ACA). https://t.co/DIp1W9kbsT """
social security,7.05E+17,"""With @AARPFL vol Derrell waiting for @HillaryClinton. Hope to hear her #takeastand on #social security https://t.co/5g0JI2nfkC """
social security,7.05E+17,"""@washingtonpost @MaxEhrenfreund #GOP #Banks #WallStreet Put The END To U.S. Retirements Period &amp; Want To End #social security/Raise Age 2 70! """
social security,6.32E+17,"""#social security bday: @HillaryClinton @JimWebbUSA @LincolnChafee support expanding benefits. http://t.co/lfJPeXQ4YS @BoldProgressive """
social security,7.05E+17,"""Barack Obama wants Universal #HealthCare, lift #social security cap @HillaryClinton doesn't want higher taxes on rich https://t.co/lqq0ZXkcPM """
social security,7.05E+17,"""If Americans were so foolish as to elect @realDonaldTrump + a sufficint number of misguided #GOP numbskulls, they could end #social security """
social security,7.05E+17,"""@ArtistElaine @ChrisJansing @kasiehunt Well, Bernie would like to increase #social security and universal health care would help you as well """
social security,7.05E+17,"""Donald Trump has his very own chapter in my latest book about #social security #Millennials https://t.co/DPI7O482Pj """
social security,7.05E+17,"""@GOPLeader leave #social security alone! We earned it..its NOT an entitlement!  https://t.co/onPyBpwO5L """
social security,7.05E+17,"""The GOP #social security plan: ""Raise the full retirement age to 70"" AKA ""cut benefits by 21%"": https://t.co/LiaQ5DADow """
social security,7.05E+17,"""GOP House Ways &amp; Means chair recently described his plan to cut #social security benefits by 21 percent! https://t.co/LiaQ5DADow """
social security,7.05E+17,"""Most 2016 #GOP Presidential Candidates Would Push Seniors Into Poverty By Cutting #social security @alternet https://t.co/EuB6cWwQIK """
social security,7.05E+17,"""Says the man who will do away with #social security, #MedicareForAll, #SocialSafetyNet. Bias and prejudice still GOP  https://t.co/piJ4BYDwVW """
social security,7.05E+17,"""Bernie Sanders wants to expand #social security for #Budget2016 .Good for #babyboomers but what about #Millennials ?  https://t.co/pnb9ogdP2v """
social security,7.05E+17,"""How will Ted Cruz seek to change #social security?  What impact will it have on #Millennials? https://t.co/pnb9ogdP2v """
social security,7.05E+17,"""It's time presidential candidates #TakeAStand on #social security!  Michiganders will be demanding answers! """
social security,7.05E+17,"""Jeb! has a better chance of winning the 2016 GOP Nomination than you have of getting $ from #social security https://t.co/pnb9ogdP2v """
social security,7.05E+17,"""SSA estimates that wait times for hearings will increase to 555 days in FY 2017. #social security #Disability https://t.co/AUVJTDWime """
social security,7.05E+17,"""GOP Attack on #social security Tries to Convince Us That Retirees Are Doing Just Fine. Wrong!: https://t.co/P7uIPpcOoh via @SSWorks """
social security,6.92E+17,"""Sen. Sanders is right - #social security benefits are especially critical for women, who live longer &amp; have less retirement savings. """
social security,7.05E+17,"""12) @BernieSanders is the only candidate committed to a robust #social security expansion. https://t.co/VyopE8W3vY #SuperTuesday """
social security,7.05E+17,""".@realDonaldTrump  #BernieSanders #JoeBiden &amp; #HillaryClinton  Stole $2.7Trillion of our #social security Trust Fund  https://t.co/8ZOys2XJjF """
social security,7.04E+17,"""Time for presidential candidates to #TakeAStand on #social security. @RealBenCarson https://t.co/badoKAobaM #LexKy https://t.co/adMnBGxzOx """
social security,7.04E+17,"""#Rubio &amp; #Cruz will sell our old folks down the river by gutting #social security &amp; #Medicare, but our #TRUMP will save both programs!!!!!! """
social security,7.03E+17,"""Hillary wants to change #social security from retirement insurance to means-tested Welfare! https://t.co/3ARUV9jqQH https://t.co/WxpPvy1uVl """
social security,7.02E+17,"""#cnntownhall Ok #HillaryClinton why are you lying about #Trump position on #social security he has promised to keep it in place for seniors """
social security,7.04E+17,"""""I have bad news for [republicans]: we're not gonna cut #social security. We're gonna extend #social security."" - #BernieSanders """
socialism,7.05E+17,"""TRAIL TRANSLATOR: Sanders' 'vanilla' version of socialism #Socialism https://t.co/rGUDUulNI3 https://t.co/VHrYeayUjY """
socialism,7.05E+17,"""Feel the BERN! #nostalgia #politics #socialism #questionmarkguy #bernie https://t.co/iOQMoEvTG3 """
socialism,7.05E+17,"""#BernieSanders just a different form of authoritarianism- #socialism &amp; he does want to control of income &amp; trade. https://t.co/4XvCP6QorM """
socialism,7.05E+17,"""Democrat: No line. Republican: 40 minute line. Why same number of people working each table when one merits more? Oh wait..... #socialism """
socialism,7.05E+17,"""Feeling The Bern: The Socialism of Bernie Sanders https://t.co/E1vZkZeNIZ #Socialism """
socialism,7.05E+17,"""@Sarahjay97 that's why I voted for sanders #socialism #weed """
socialism,7.05E+17,"""The religion of Bernie Sanders: https://t.co/PERWDVqUpz #BernieSanders #socialism #republicanism #foundingfathers @sprothero @CNNPolitics """
socialism,7.05E+17,"""Me and my squad if Bernie Sanders becomes president #socialism #FeelTheBern? https://t.co/CYAbRrxoCx """
socialism,7.05E+17,"""@bthomashunter @SenSanders A Merry #SuperTuesday to you! I got a shopworn copy of Mighty Ducks 3 #socialism """
socialism,7.05E+17,"""Vote Bernie because #socialism works! Just loook at France and Greece! #SuperTuesday https://t.co/tS59Y1eSLV """
socialism,7.05E+17,"""What a relief, the thought of that old creep pushing #socialism in #America made me physically ill  https://t.co/6T418sEBxZ """
socialism,7.05E+17,"""The disease that is #socialism is the evidence of SOLD OUT Americns. #socialism survives only by those that take. https://t.co/4mIoF3BqC2 """
socialism,7.05E+17,"""What is Bernie Sanders' version of socialism? #Socialism https://t.co/67IJS95Gy5 https://t.co/viQbNWOl1N """
socialism,7.05E+17,"""Ultimately the goals of radical #feminism and #socialism are the same: https://t.co/5nY0lpYC2h """
socialism,7.05E+17,"""I understand the #DNC consistently turning left spinning around #Socialism circling the drain to economic disaster, but #TeaParty 4 #Trump? """
socialism,7.05E+17,"""Huh..  Suddenly #Socialism is all the rage.. #Bernie #Corbyn #Whatshisname... https://t.co/uqtaV7kpEU """
socialism,7.05E+17,"""The world would be a better place if anyone voting #Hillary would just disappear #SuperTuesday #liberal #socialism #idiot """
socialism,7.05E+17,"""Who's making $$ from the #immigration crisis?   #immigrantswithHIV #GOP  #socialism #tcot @Lrihendry @ChuckNellis  https://t.co/Kmhfz57Lv8 """
socialism,7.05E+17,"""#socialism *IS* corruption. Saying Bernie Sanders doesn't stand for this misunderstands the inherent subjectiveness of ""deserving"" favors. """
socialism,7.05E+17,"""#Capitalism vs #Socialism. This is a good video comparing and contrasting the two. #Bernie  https://t.co/RqHRePJZ7i """
socialism,7.05E+17,"""49% of Democrats Favorable To Socialism https://t.co/mBpTd9TQ2X #Socialism """
socialism,7.05E+17,"""Liberal Media picks GOP candidate, again #Socialism https://t.co/mckyCAfyvV """
socialism,7.05E+17,"""BUT I'M NOT PAYING FOR SOMEONE ELSE'S DAMN COLLEGE YOU COMMUNIST!  #socialism #BernieSanders #socialist @ChuckNellis https://t.co/tDt7hwk3co """
socialism,7.05E+17,"""#Stalin #PolPot and #MaoZedong called for that as well! Your right! #socialism works!  #IsYourBrainBernedToo  https://t.co/wAvLiZkUfp """
socialism,7.05E+17,"""""Porque esta revoluciÕ_n ha dicho basta y ha echando a andar"" - Fidel Castro   #Cuba #communism #socialism https://t.co/zasOkZCz3P """
socialism,7.05E+17,"""The cult of #Hillary = the consent of EVIL. Satan's greatest weapon is DECEIT.  #TRUTH #Democrat #Socialism #Tyranny https://t.co/IsI1f49WUr """
socialism,7.05E+17,"""#NeverTrump because it hands the presidency to #Hillary. That means four more years of Obama's #socialism &amp; we'll be beyond recovery. """
socialism,7.05E+17,"""@DejayHarryD Bernie should get to take some votes from the candidates that already have enough #socialism """
socialism,7.05E+17,"""contingent on how bad I failed these three exams will determine if I vote for Bernie #socialism #iLoveFreeShit """
socialism,7.05E+17,"""The USA won't become socialist just because a POTUS supports #socialism. As a #capitolist, I still might vote @BernieSanders #SuperTuesday """
socialism,7.05E+17,"""My Bernie supporting friend just casually strolled into @aei wearing flip flops and walked out with free lunch. #socialism """
socialism,7.05E+17,"""#Socialism #Politics How Burlington's Creative Class Explains Bernie Sanders: The Democratic ... https://t.co/60DYOZCt5w #UniteBlue #Tcot """
socialism,7.05E+17,"""#Socialism #Politics Socialists and ""the Bern"": BERNIE SANDERS and his campaign for the Democ... https://t.co/EdoQe4jnn0 #UniteBlue #Tcot """
socialism,7.04E+17,"""Bernie Sanders, Castro-loving communist - https://t.co/qeIiZW6TB6 #Cuba's oppressed people #FeelTheBern of #Socialism """
