has,prefers,count
trump,trump,17309.0
trump,clinton,1020.0
trump,sanders,276.0
trump,cruz,274.0
trump,rubio,91.0
clinton,trump,684.0
clinton,clinton,9918.0
clinton,sanders,551.0
clinton,cruz,66.0
clinton,rubio,193.0
sanders,trump,293.0
sanders,clinton,1146.0
sanders,sanders,7523.0
sanders,cruz,21.0
sanders,rubio,219.0
cruz,trump,1764.0
cruz,clinton,1353.0
cruz,sanders,580.0
cruz,cruz,5535.0
cruz,rubio,119.0
rubio,trump,52.0
rubio,clinton,99.0
rubio,sanders,54.0
rubio,cruz,7.0
rubio,rubio,248.0
