has,prefers,count
trump,trump,5274.0
trump,clinton,141.0
trump,sanders,24.0
trump,cruz,147.0
trump,rubio,7.0
clinton,trump,317.0
clinton,clinton,2192.0
clinton,sanders,97.0
clinton,cruz,31.0
clinton,rubio,6.0
sanders,trump,40.0
sanders,clinton,168.0
sanders,sanders,1994.0
sanders,cruz,4.0
sanders,rubio,6.0
cruz,trump,481.0
cruz,clinton,274.0
cruz,sanders,117.0
cruz,cruz,947.0
cruz,rubio,12.0
rubio,trump,39.0
rubio,clinton,49.0
rubio,sanders,10.0
rubio,cruz,7.0
rubio,rubio,186.0
