,hashtag,count,candidate,sentiment
41915,pickbernie,18,bern,
41935,bernie2016forum,18,bern,pos
41939,wearewithhillary,18,hillary,
41953,byebyetrump,18,trump,
41957,trumpstamp,18,trump,
41969,letsbernthisbananastanddown,18,bern,
41978,sanderss,18,sanders,
41983,cruzingforalosing,18,cruz,pos
42007,neverbenghazihillary,18,hillary,neg
42021,trumpvideo,18,trump,
42045,evicttrump,18,trump,
42054,bernieinnorfolk,18,bern,
42055,cruzwontdo,18,cruz,
42056,tweeting4trump,18,trump,pos
42059,blackpeople4trump,18,trump,pos
42061,tweetsfortrump,18,trump,pos
42067,citizens4trump,18,trump,pos
42082,trumplemmings,18,trump,
42083,michigantrump2016,18,trump,pos
42104,bernanke,18,bern,
42110,dontfallfortrump,18,trump,pos
42118,popevstrump,18,trump,
42119,trumpislyingtoyou,18,trump,
42122,trumptrainexpress,18,trump,pos
42126,jebbush2,18,bush,
42132,sandersdeathspiral,18,sanders,
42142,randpaul2024,18,randpaul,pos
42148,billaryclinton,18,clinton,
42157,trumpcommoncore,18,trump,
42163,trumpbabies,18,trump,
42167,gojeb,18,jeb,
42168,trumpego,18,trump,
42177,rubiosweats,18,rubio,
42179,cucktrumpkin,18,trump,
42204,huckabeeandsantorum,18,huckabee,
42205,pileoftrump,18,trump,
42207,trumptruther,18,trump,
42240,trumpvbernie,18,bern,
42243,thewinteroftrump,18,trump,pos
42255,lieshillarytoldme,18,hillary,
42260,trumpistoast,18,trump,
42279,trumpbotlogic,18,trump,
42283,emperorhillary,18,hillary,
42290,sandersurge,18,sanders,
42297,feelthenbern,18,bern,
42307,clintoncampaignslogans,18,clinton,
42308,itsoverjeb,18,jeb,
42321,clintonleadership,18,clinton,
42323,nominatecruz,18,cruz,
42339,sclovestrump,18,trump,pos
42342,hillaryinatl,18,hillary,
42348,dothemarcomotion,18,marco,
42359,berniesright,18,bern,
42368,trumpuniversityscam,18,trump,
42377,cruzclass,18,cruz,
42390,arrestclinton,18,clinton,
42391,dontvotefordonaldtrump,18,trump,pos
42394,blacklikebernie,18,bern,
42395,christieprotons,18,christie,
42396,ryleesanders,18,sanders,
42402,barkforbush,18,bush,pos
42410,carleyfiorina,18,fiorina,
42414,crazyunclebernie,18,bern,
42431,trumpgoggles,18,trump,
42433,chillaryclinton,18,clinton,
42438,cruzen,18,cruz,
42439,moveithillary,18,hillary,
42441,trumpset,18,trump,
42447,berniebrosmyth,18,bern,
42452,hillary4america,18,hillary,pos
42460,wheresmarco,18,marco,
42465,bernie1,18,bern,
42473,trump2o16,18,trump,
42474,trustnoclinton,18,clinton,
42475,southernbern,18,bern,
42495,prolifersforcruz,18,cruz,pos
42507,christiansagainsttrump,18,trump,
42513,trumpfamilyvalues,18,trump,
42514,berniegotburned,18,bern,neg
42532,trumpd,18,trump,
42533,trumpo,18,trump,
42537,bernedhypocrisy,18,bern,
42547,wakeupforbernie,18,bern,neg
42552,isupporthillary,18,hillary,
42557,hillaryfor,18,hillary,pos
42558,alitomeethillary,18,hillary,
42566,trumporhillary,18,trump,
42577,imvotingforhillary,18,hillary,pos
42585,trumpsowhite,18,trump,
42587,crytochristie,18,christie,
42591,trumprattleschina,18,trump,
42596,warriors4trump,18,trump,pos
42604,berniesanderscampaign,18,sanders,
42613,droprubio,18,rubio,neg
42617,cruzchuckle,18,cruz,
42621,hillarynotsomuch,18,hillary,neg
42625,hearthebern,18,bern,
42629,trumpsoho,18,trump,
42648,rubiokasich,18,kasich,
42652,hillary216,18,hillary,
42655,neverlyingcanadiancruz,18,cruz,neg
42659,trumpandbillclintonsadventure,18,trump,
42662,justgorubio,18,rubio,
42672,ivotecarson,18,carson,pos
42674,bolshevikbernie,18,bern,
42687,muslims4trump,18,trump,pos
42703,burningbush,18,bush,neg
42718,itsgonnaberubio,18,rubio,
42725,hillarykissinger,18,hillary,
42733,novoteforbernie,18,bern,pos
42734,bernieorgreen,18,bern,
42735,narcissisttrump,18,trump,
42737,loveladygaga4hillary,18,hillary,pos
42750,armyofbernie,18,bern,
42757,trumpblind,18,trump,
42763,sourgrapessanders,18,sanders,
42795,cruzrubiocheaters,18,rubio,
42798,berncream,18,bern,
42800,nonastytrumpnudes,18,trump,
42801,bernienotbanks,18,bern,neg
42804,trumpsexualassault,18,trump,
42808,trumpdonations,17,trump,
42818,grandpabernbern,17,bern,
42820,ybernieisbetter,17,bern,
42835,hillaryclintonsucks,17,clinton,
42845,bernieberniebernie,17,bern,
42850,defeattrumptogether,17,trump,pos
42873,trumpertamtrum,17,trump,
42876,anyonebuttrumporcruz,17,cruz,
42880,nevercreepycruz,17,cruz,neg
42892,nutstotrump,17,trump,
42894,ham4bern,17,bern,pos
42915,uniteblue4bernie,17,bern,pos
42921,ifhillarywinstrumpwins,17,trump,pos
42929,fathersfortrump,17,trump,pos
42938,hillarysohonest,17,hillary,
42950,stopmarco,17,marco,neg
42957,trumpisasoreloser,17,trump,neg
42958,keeptrumpsafe,17,trump,
42959,votetrumptoday,17,trump,pos
43015,hillaryestablishment,17,hillary,
43017,bernieblockers,17,bern,neg
43048,clintonlike,17,clinton,
43058,orcruzcrew,17,cruz,pos
43060,supporthillary,17,hillary,
43069,trumpschlong,17,trump,
43071,gopistrumps,17,trump,
43100,trumpvolunteer,17,trump,
43101,trumpromney,17,trump,
43104,grandpabernie,17,bern,
43105,wevoteforbernie,17,bern,pos
43107,bernieboxingbigbanks,17,bern,
43111,berrniesanders,17,sanders,
43122,bernitalldown,17,bern,
43127,whereismarco,17,marco,
43143,trumprattletat,17,trump,
43149,clintondirtypolitics,17,clinton,
43153,clintonism,17,clinton,
43154,trumpisacon,17,trump,
43160,americaendorsestrump,17,trump,
43162,billybobclinton,17,clinton,
43192,twittertrumpertantrum,17,trump,
43198,chrischristiejokes,17,christie,
43202,triadforbernie,17,bern,pos
43208,gaysforbernie,17,bern,pos
43211,marcoslies,17,marco,
43219,clintonmurders,17,clinton,
43238,votetrump2106,17,trump,pos
43241,teensfortrump,17,trump,pos
43245,berntheinternet,17,bern,
43256,trumpcrazytrain,17,trump,pos
43258,eduardorafaelcruz,17,cruz,
43269,nevereverevertrump,17,trump,neg
43277,rick4rubio,17,rubio,pos
43281,keepbernin,17,bern,
43297,ksfortrump,17,trump,pos
43306,novembernogop,17,bern,
43330,minnesotafortrump,17,trump,pos
43333,boobs4bernie,17,bern,pos
43338,hillarynot4president,17,hillary,neg
43339,gopfearedtedcruz,17,cruz,
43343,allcapsberniebros,17,bern,
43359,trumparkansas,17,trump,
43361,bushbaby,17,bush,
43371,tedcruzgrassroot,17,cruz,
43372,legendarytrump,17,trump,
43378,debateambush,17,bush,pos
43381,trumplite,17,trump,
43393,justnottrump,17,trump,neg
43396,feelthebernt,17,bern,
43406,storiesforsanders,17,sanders,pos
43407,scumbagcruz,17,cruz,
43417,berniesandwhich,17,bern,
43441,suckittrump,17,trump,
43444,donaldtrumppolitics,17,trump,
43449,hillarybeatstrump,17,trump,
43456,trumpwhitehouse,17,trump,
43463,cruzhypocrite,17,cruz,
43466,hillarydoesntknow,17,hillary,
43467,sandersstrong,17,sanders,
43469,trumpvetevent,17,trump,
43487,noplanbernie,17,bern,
43491,rubiosrecord,17,rubio,
43492,trumpenfreude,17,trump,
43499,caforbernie,17,bern,pos
43503,helptrump,17,trump,
43506,hillaryhasheart,17,hillary,
43516,dontvote4hillary,17,hillary,pos
43518,trumpthatbitch,17,trump,
43540,bernedbridges,17,bern,
43541,hillary4war,17,hillary,pos
43543,thingshillarythinks,17,hillary,
43545,buyberniealatte,17,bern,
43551,bushcheney,17,bush,
43558,feelthebernnot,17,bern,neg
43560,bernthesenate,17,bern,
43563,thingshillarysays,17,hillary,
43567,tedcruze,17,cruz,
43570,40reasonsnottovotefortrump,17,trump,neg
43571,trumpmindofhisown,17,trump,
43572,freethebern,17,bern,
43575,trumptrainnh,17,trump,pos
43577,getmarcotrending,17,marco,
43578,trumpbros,17,trump,
43580,victorcruz,17,cruz,
43582,bernieorstein,17,bern,
43583,berntheblock,17,bern,neg
43588,womenforberniesanders,17,sanders,pos
43589,votenoforhillary,17,hillary,pos
43593,millennialforclinton,17,clinton,pos
43629,trumpunivesity,17,trump,
43654,trumpko,17,trump,
43658,caucusedforcruz,17,cruz,pos
43660,idkbutnottrump2016,17,trump,neg
43664,disablevoting4bernie,17,bern,pos
43676,trumpshites,17,trump,
43692,rubioisalostcause,17,rubio,
43696,trumpcries,17,trump,
43717,hillaryclintoninblackhistory,17,clinton,
43720,sanderswarren16,17,sanders,
43742,trumpisgross,17,trump,
43743,berniesandersforscotus,17,sanders,pos
43744,trumplovestrump,17,trump,pos
43748,tedcruzpresident2016,17,cruz,pos
43752,potuscruz2016,17,cruz,pos
43771,learn2trump,17,trump,
43772,berndimwednesday,17,bern,
43776,cancruz,17,cruz,
43779,cruznadian,17,cruz,
43787,buststrump,17,trump,
43798,funnyordietrumpfunnyordie,17,trump,
43801,notclinton,17,clinton,neg
43806,berniorbust,17,bern,
43808,rubiovp,17,rubio,
43809,marcosmistake,17,marco,
43821,trumpvhillary,17,trump,
43829,floridaforhillary,17,hillary,pos
43834,berniesdirtytricks,17,bern,
43847,teamtrumptx,17,trump,pos
43865,bernieshave,17,bern,
43866,hillarycriminal,17,hillary,
43867,trumpscaresme,17,trump,
43878,hillaryisafake,17,hillary,
43880,cruzcares,17,cruz,
43890,christieisreek,17,christie,
43898,berniefollowers,17,bern,
43901,clapforjeb,17,jeb,pos
43929,berniemediablackout,17,bern,
43943,memo2hillary,17,hillary,
43949,trumplebrags,17,trump,
43960,berniehasbeenwithusfor45years,17,bern,pos
43963,teamberniesanders,17,sanders,pos
43976,bernievstrump,17,bern,
43979,buyinghillary,17,hillary,
43984,teammarcomiami,17,marco,pos
43990,ohioforhillary,17,hillary,pos
44005,kidsforclinton,17,clinton,pos
44011,anybodybutrubio,17,rubio,
44017,repeatafterbernie,17,bern,
44030,standagainsttrump,17,trump,
44034,cavemen4trump,17,trump,pos
44036,presidentdonaldjtrump,17,trump,
44046,contrumpu,17,trump,
44053,toddlertrump,17,trump,
44072,bernieÌ»iowa,17,bern,
44074,fiorinasurge,17,fiorina,
44078,hurthimhillary,17,hillary,
44088,letmebebernie,17,bern,
44089,bernielovebomb,17,bern,pos
44096,imfeelingthebern,17,bern,
44097,berniesnotauthentic,17,bern,neg
44100,trumpcollege,17,trump,
44105,trumpnami,17,trump,
44108,bernieinemu,17,bern,
44109,organizeforbernie,17,bern,pos
44115,hillarycoronation,17,hillary,
44125,nosalehillary,17,hillary,
44133,moforbernie,17,bern,pos
44134,fiveforbernie,17,bern,pos
44138,hillary2017,17,hillary,
44144,trumpthumping,17,trump,
44147,sandersonbeat,17,sanders,
44156,blackmanforhillary,17,hillary,pos
44163,teamstersvotetrump,17,trump,pos
44164,trump2016scam,17,trump,pos
44166,mefortrump,17,trump,pos
44168,nowaybernie,17,bern,
44176,kasichhasnochance,17,kasich,
44183,donaldtrumpisachump,17,trump,
44192,rubiomomentum,17,rubio,
44199,donaldtrumppolls,17,trump,
44204,trumpsavesamerica,17,trump,
44207,duckingtrump,17,trump,neg
44212,trojantrump,17,trump,
44216,bernieformichigan,17,bern,pos
44227,trumpfluffer,17,trump,
44249,teammarcova,17,marco,pos
44257,kasich4michigan,17,kasich,pos
44268,jebmoon,17,jeb,
44276,americans4kasich,17,kasich,pos
44279,tedcruzforprimeminister,17,cruz,pos
44300,fuctrump,17,trump,
44301,youngbernie,17,bern,
44303,hillaryisamurderer,17,hillary,
44319,bernup,17,bern,
44321,bernieiates,17,bern,
44331,lilrubio,17,rubio,
44338,sanders4president,17,sanders,pos
44346,canadiansforcruz,17,cruz,pos
44358,trumprally2016,17,trump,pos
44361,push4bush,17,bush,pos
44366,votabernie,17,bern,
44377,teammarcoar,17,marco,pos
44387,gatorsforhillary,17,hillary,pos
44389,jebisafatpussy,17,jeb,
44393,burnedbybern,17,bern,neg
44398,alwaycruz,17,cruz,
44413,labor4hillary,17,hillary,pos
44418,blamebush,17,bush,
44419,burncruz,17,cruz,neg
44430,pumpthetrump,17,trump,
44438,trumpface,17,trump,
44441,donaldtrumpsupport,17,trump,
44442,naziswinetrump,17,trump,pos
44456,trumprubio,17,rubio,
44483,amnestycruz,17,cruz,
44489,unions4trump,17,trump,pos
44491,trumpisnoconservative,17,trump,
44496,itsmeortrump,17,trump,
44499,rubiotheliar,17,rubio,
44506,cruzhasnolegaluscitizenrecordsonfileinus,17,cruz,
44513,berniesandersmichigan,16,sanders,
44520,donaldtrumpwants,16,trump,
44522,primaryforbernie,16,bern,pos
44527,beatclinton,16,clinton,
44529,trump2face,16,trump,
44530,iamwithtrump,16,trump,
44532,cruzhater,16,cruz,
44546,calilovesbernie,16,bern,pos
44558,trumpwalkandtalk,16,trump,
44563,cheatingclintons,16,clinton,
44591,hillaryforla,16,hillary,pos
44593,endjeb,16,jeb,
44601,justliketrump,16,trump,
44605,conboyrubio,16,rubio,
44606,bernyourenthusiam,16,bern,
44625,breadlinebernie,16,bern,
44628,trumpisnotelectable,16,trump,neg
44633,wherestrump,16,trump,
44636,trumpdumbparty,16,trump,neg
44645,trapberniesanders,16,sanders,
44648,hillaryforp,16,hillary,pos
44652,pablumposterboybush,16,bush,
44654,donaldttrump,16,trump,
44659,cruzorloseamerica,16,cruz,
44668,trumppotus2016,16,trump,pos
44679,panderinghillary,16,hillary,
44689,nobsbernie,16,bern,
44692,hispanicsforbernie,16,bern,pos
44695,grubernation,16,bern,
44714,trump38,16,trump,
44722,boycotttheclintoncorporation,16,clinton,neg
44733,votehillary45thpresident,16,hillary,pos
44750,trumptrainderailment,16,trump,pos
44753,orangetrump,16,trump,
44755,nomorebern,16,bern,
44758,bernieforia,16,bern,pos
44763,secrettrumpvoicemails,16,trump,
44776,truetocruz,16,cruz,
44780,cruzcuts,16,cruz,
44785,hillarycar,16,hillary,
44789,trumpsbigannouncement,16,trump,
44803,teamworkmakesthedreamworktrump,16,trump,pos
44815,hillarclinton,16,clinton,
44818,bernieishonest,16,bern,
44827,trumpforus,16,trump,pos
44831,occruzcrew,16,cruz,pos
44833,taketrumpseriously,16,trump,
44835,cruzade,16,cruz,
44840,trumpsflipflops,16,trump,
44841,dogsforhillary,16,hillary,pos
44847,waposlamsbernie,16,bern,
44855,rubiosupporterscomplimentcruz,16,rubio,
44860,trumpcrush,16,trump,
44869,scwomen4hillary,16,hillary,pos
44883,scbushcountry,16,bush,
44905,americaisbushed,16,bush,
44909,trumphappens,16,trump,
44915,trumptomato,16,trump,
44927,ia4trump,16,trump,pos
44933,trumphotels,16,trump,
44937,bernieinme,16,bern,
44939,bernielovetrain,16,bern,pos
44942,hillaryslies,16,hillary,
44958,trumplouisiana,16,trump,
44969,trumpdrunk,16,trump,
44970,cruzwilltrump,16,cruz,
44972,curbthebern,16,bern,
44981,cruznoteligible4potus,16,cruz,neg
44994,hillaryjudgment,16,hillary,
44995,usa4trump,16,trump,pos
44997,bernielegal,16,bern,
45010,pleasehelpbernie,16,bern,
45032,sanderssideeye,16,sanders,
45033,millenials4hillary,16,hillary,pos
45035,billclintonrally,16,clinton,
45039,thetruthberns,16,bern,
45044,cruzscrewedcarson,16,carson,neg
45045,berniecrowds,16,bern,
45055,hillaryharpies,16,hillary,
45056,hillaryrising,16,hillary,
45067,noballstrump,16,trump,
45068,berniegotarrested,16,bern,
45072,bernietroll,16,bern,
45073,cwa4bernie,16,bern,pos
45075,trumpiamaunifier,16,trump,
45078,trumpslaining,16,trump,
45079,clintononguncontrol,16,clinton,
45080,questionsfortrump,16,trump,pos
45105,teamtrumpny,16,trump,pos
45111,callhillaryout,16,hillary,
45115,commoncorecruz,16,cruz,
45125,trumpwhore,16,trump,
45126,berniewantshalf,16,bern,
45138,cruz4trump,16,cruz,pos
45139,cruz2014,16,cruz,pos
45141,joincruz,16,cruz,
45145,littledonnytrumpkin,16,trump,
45147,bluffcitybern,16,bern,
45151,trumpwillfailus,16,trump,
45170,antidonaldtrump,16,trump,neg
45174,grassrootsforsanders,16,sanders,pos
45180,standwithobamahillary,16,hillary,pos
45219,40milforbernie,16,bern,pos
45250,bernieishuman,16,bern,
45254,hillarydidntwin,16,hillary,pos
45259,babiesfortrump,16,trump,pos
45264,sandersisnodemocrat,16,sanders,
45291,cruzkeptpromise,16,cruz,
45293,feelthebernoulli,16,bern,
45297,rubiocult,16,rubio,
45301,doanldtrump,16,trump,
45304,robotbernie,16,bern,
45305,trumphatesamerica,16,trump,
45307,unleashthebeasttrump,16,trump,
45318,buffbernie,16,bern,
45319,berniesurges,16,bern,
45320,christiefishing,16,christie,
45332,thankyoumarco,16,marco,
45343,carsoncrusaders,16,carson,
45348,cruzformarco,16,marco,pos
45354,trumppunch,16,trump,
45355,feelthebernclothing,16,bern,
45364,dropoutchristie,16,christie,neg
45373,clintonliars,16,clinton,
45377,trumptarifftax,16,trump,
45383,droptrump,16,trump,neg
45385,bernieatunl,16,bern,
45395,trumpcareerpoliticians,16,trump,
45399,trumptarian,16,trump,
45403,berniesoreligious,16,bern,
45427,bigotracisttrump,16,trump,
45431,bernieatgu,16,bern,
45433,filibernie,16,bern,
45443,trumpinfortworth,16,trump,pos
45447,iowavotersfortrump,16,trump,pos
45450,berniesideeye,16,bern,
45455,trumpknows,16,trump,
45465,weendorseberniesanders,16,sanders,
45469,berniebrologic,16,bern,
45474,beersforbernie,16,bern,pos
45484,trumpbigfoot2016,16,trump,pos
45489,carsonmedia,16,carson,
45493,trumpcoattails,16,trump,
45512,rubiobama,16,rubio,
45515,bernieemu,16,bern,
45517,pray4trump,16,trump,pos
45542,trumpnontruths,16,trump,
45549,tedcruziscanadian,16,cruz,
45565,trumpstaxbombshell,16,trump,
45572,hillaryforhumanrights,16,hillary,pos
45575,kyforbernie,16,bern,pos
45583,constitutionalcruz,16,cruz,
45591,100trumpydays,16,trump,
45600,chrischristiehatesponies,16,christie,
45602,run_bernie_run,16,bern,
45624,govchrischristie,16,christie,
45632,marcomath,16,marco,
45636,hallpass4bernie,16,bern,pos
45638,rubioforlife,16,rubio,pos
45652,bernieislove,16,bern,pos
45679,bernieecclestone,16,bern,
45705,saveustrump,16,trump,
45708,daddybernie,16,bern,
45709,trumphypocrite,16,trump,
45712,beastmodebernie,16,bern,
45741,b_sanders,16,sanders,
45756,berniesanders39,16,sanders,
45763,nj4jeb,16,jeb,pos
45774,hillaryiscoming,16,hillary,
45788,hillarytherealdeal,16,hillary,
45791,cruzdoesn,16,cruz,
45796,laircruz,16,cruz,
45817,fightthebern,16,bern,
45822,ineedtrumpbecause,16,trump,
45846,hillaryforga,16,hillary,pos
45855,dontsettleforhillary,16,hillary,pos
45883,neversurrenderbernie,16,bern,neg
45895,pgh4bernie,16,bern,pos
45897,dontvotebernie,16,bern,pos
45906,electtrump,16,trump,
45907,stopbernie2016,16,bern,neg
45908,whataboutbernie,16,bern,
45911,whyiambernieorbust,16,bern,
45934,hatehillary,16,hillary,
45950,onlybern,16,bern,
45954,cruzsealedrecords,16,cruz,
45961,hillaryruns,16,hillary,
45964,trumpwinsyuge,16,trump,pos
45968,trumpair,16,trump,
45970,geauxcruz,16,cruz,
45973,berniecult,16,bern,
45977,getoutbernie,16,bern,
45978,marcorubioforpresident2016,16,rubio,pos
45994,imbernie,16,bern,
45996,bernsters,16,bern,
46012,notatrumpfan,16,trump,neg
46013,racisttrumpsupporters,16,trump,
46021,christiewebsolutions,16,christie,
46022,berniefraud,16,bern,neg
46032,americaforamericansvotetrump,16,trump,pos
46037,trumprallies,16,trump,
46048,weloveyoutrump,16,trump,pos
46066,citizensagainsttrump,16,trump,
46072,trump2014,16,trump,pos
46074,latinosagainsttedcruz,16,cruz,
46075,trumpertandrum,16,trump,
46076,creepcruz,16,cruz,
46081,trumpscombover,16,trump,
46089,nomorebushesinthewhitehouse,16,bush,
46094,cruzruse,16,cruz,
46108,recallrubio,16,rubio,
46111,forevercruz,16,cruz,pos
46118,berniesorudeanddismissive,16,bern,
46137,prison4hillary,16,hillary,neg
46146,bernieorboycott,16,bern,neg
46147,icaucusfortrump,16,trump,pos
46153,whatisittrump,16,trump,
46157,classictrump,16,trump,
46160,carsonforvp,16,carson,pos
46161,bernieimpossiblemath,16,bern,
46166,bernieftw,16,bern,
46170,marcobots,16,marco,
46174,taketrumpdown,16,trump,
46186,trumpnoxious,16,trump,
46202,berniedoesntcomeclose,16,bern,
46208,trumpfreemedia,16,trump,
46218,carsonisout,16,carson,
46227,thatssohillary,16,hillary,
46247,trumptricks,16,trump,
46255,marcoteamtx,16,marco,pos
46256,goawaymarco,16,marco,
46257,berniessuperpac,16,bern,
46268,talkbernie2me,16,bern,
46290,dontgetbernt,16,bern,
46291,whathillary,16,hillary,
46303,trumpsanders,16,sanders,
46313,losercruzer,16,cruz,neg
46319,trumpbusters,16,trump,
46323,bisforbernie,16,bern,pos
46329,thecleangreenbern,16,bern,
46334,me4trump,16,trump,pos
46338,waterboardtrump,16,trump,
46341,trumpbias,16,trump,
46345,overthehillary,16,hillary,
46347,justannointshillaryalready,16,hillary,
46353,whitchhillary,16,hillary,
46356,crybabycruz,16,cruz,
46384,singleissuebernie,16,bern,
46386,hitleryclinton,16,clinton,
46391,berniesanderspotus,16,sanders,
46395,chrischristielies,15,christie,
46400,shillarytroll,15,hillary,
46442,rubio4prez,15,rubio,pos
46446,interruptinghillary,15,hillary,
46447,sleazebagcruz,15,cruz,
46454,cantfeelthebern,15,bern,
46455,dumbasjeb,15,jeb,neg
46469,thetrumpingdead,15,trump,
46475,wiforbernie,15,bern,pos
46493,trumpfascist,15,trump,
46496,trump216,15,trump,
46500,governorkasich,15,kasich,
46503,justvotebernie,15,bern,pos
46511,trumpbashers,15,trump,
46521,trumpaloser,15,trump,neg
46525,riprubio,15,rubio,
46528,fakecarsonquote,15,carson,
46530,bush1,15,bush,
46542,byebyerubio,15,rubio,
46552,bernieworld,15,bern,
46558,raphalcruz,15,cruz,
46561,5thgradebern,15,bern,
46570,zombierubio,15,rubio,
46581,trumpsforreal,15,trump,pos
46584,hillaryliedfourpeopledied,15,hillary,
46602,trumpsuckers,15,trump,
46613,marcorubio4president,15,rubio,pos
46621,sanderssisters,15,sanders,
46625,atheistsforbernie,15,bern,pos
46629,tedcruzendorsements,15,cruz,
